PlateSanofi_Well,Plate,Well,tags,Eccent,R/N,Nuclei,Surface_nucleus,G/N,Plate_Sanofi,CPD_ID,Concentration
Plaque cell 11_K17,4184_Plaque cell 11_20122017_1348,K17,,0.765057,0.152988,1926,104.92,0.38411,Plaque cell 11,Tideglusib,2.90E-06
Plaque cell 11_K18,4184_Plaque cell 11_20122017_1348,K18,,0.7711,0.151662,1883,105.607,0.361134,Plaque cell 11,Tideglusib,8.71E-07
Plaque cell 11_K19,4184_Plaque cell 11_20122017_1348,K19,,0.756122,0.123831,1930,106.154,0.321518,Plaque cell 11,Tideglusib,2.61E-07
Plaque cell 11_K20,4184_Plaque cell 11_20122017_1348,K20,,0.783483,0.149964,1795,104.474,0.449447,Plaque cell 11,Tideglusib,7.84E-08
Plaque cell 11_K21,4184_Plaque cell 11_20122017_1348,K21,,0.779248,0.121942,1892,101.171,0.38637,Plaque cell 11,Tideglusib,2.35E-08
Plaque cell 11_K22,4184_Plaque cell 11_20122017_1348,K22,,0.759666,0.123809,1786,103.779,0.34034,Plaque cell 11,Tideglusib,7.06E-09
Plaque cell 11_K23,4184_Plaque cell 11_20122017_1348,K23,,0.746512,0.205101,1933,105.234,0.318899,Plaque cell 11,Tideglusib,2.12E-09
Plaque cell 11_K24,4184_Plaque cell 11_20122017_1348,K24,,0.7484,0.136678,1256,112.046,0.248571,Plaque cell 11,Tideglusib,6.35E-10
Plaque cell 12_K15,4185_Plaque cell 12_20122017_1413,K15,,0.67043,0.208466,111,80.8495,0.111111,Plaque cell 12,Tideglusib,3.23E-05
Plaque cell 12_K16,4185_Plaque cell 12_20122017_1413,K16,,0.768492,0.0439148,938,107.302,0.195065,Plaque cell 12,Tideglusib,9.68E-06
Plaque cell 12_K17,4185_Plaque cell 12_20122017_1413,K17,,0.768437,0.155181,1949,99.2161,0.334681,Plaque cell 12,Tideglusib,2.90E-06
Plaque cell 12_K18,4185_Plaque cell 12_20122017_1413,K18,,0.768837,0.187272,2015,102.847,0.395201,Plaque cell 12,Tideglusib,8.71E-07
Plaque cell 12_K19,4185_Plaque cell 12_20122017_1413,K19,,0.757075,0.292261,2474,99.901,0.288088,Plaque cell 12,Tideglusib,2.61E-07
Plaque cell 12_K20,4185_Plaque cell 12_20122017_1413,K20,,0.769448,0.11668,1803,101.294,0.310702,Plaque cell 12,Tideglusib,7.84E-08
Plaque cell 12_K21,4185_Plaque cell 12_20122017_1413,K21,,0.746326,0.170228,2012,104.795,0.269632,Plaque cell 12,Tideglusib,2.35E-08
Plaque cell 12_K22,4185_Plaque cell 12_20122017_1413,K22,,0.76627,0.114102,1766,100.16,0.256334,Plaque cell 12,Tideglusib,7.06E-09
Plaque cell 12_K23,4185_Plaque cell 12_20122017_1413,K23,,0.744054,0.151177,1763,103.524,0.262639,Plaque cell 12,Tideglusib,2.12E-09
Plaque cell 12_K24,4185_Plaque cell 12_20122017_1413,K24,,0.76916,0.121362,1395,99.0778,0.293598,Plaque cell 12,Tideglusib,6.35E-10
Plaque cell 10_C15,4183_Plaque cell 10_20122017_1323,C15,,0.66014,0.153667,1926,95.6098,0.041003,Plaque cell 10,X-WE51780341,3.23E-05
Plaque cell 10_C16,4183_Plaque cell 10_20122017_1323,C16,,0.723682,0.308727,2242,106.645,0.282177,Plaque cell 10,X-WE51780341,9.68E-06
Plaque cell 10_C17,4183_Plaque cell 10_20122017_1323,C17,,0.760701,0.133921,1863,99.495,0.342818,Plaque cell 10,X-WE51780341,2.90E-06
Plaque cell 10_C18,4183_Plaque cell 10_20122017_1323,C18,,0.756679,0.148701,1902,103.579,0.328011,Plaque cell 10,X-WE51780341,8.71E-07
Plaque cell 10_C19,4183_Plaque cell 10_20122017_1323,C19,,0.757562,0.169244,1922,96.332,0.318115,Plaque cell 10,X-WE51780341,2.61E-07
Plaque cell 10_C20,4183_Plaque cell 10_20122017_1323,C20,,0.766976,0.138397,1772,105.75,0.33938,Plaque cell 10,X-WE51780341,7.84E-08
Plaque cell 10_C21,4183_Plaque cell 10_20122017_1323,C21,,0.764416,0.14437,1710,103.382,0.31879,Plaque cell 10,X-WE51780341,2.35E-08
Plaque cell 10_C22,4183_Plaque cell 10_20122017_1323,C22,,0.74763,0.108144,1786,102.086,0.283964,Plaque cell 10,X-WE51780341,7.06E-09
Plaque cell 10_C23,4183_Plaque cell 10_20122017_1323,C23,,0.742788,0.311548,1943,97.3211,0.206588,Plaque cell 10,X-WE51780341,2.12E-09
Plaque cell 10_C24,4183_Plaque cell 10_20122017_1323,C24,,0.743528,0.114974,1324,107.312,0.213649,Plaque cell 10,X-WE51780341,6.35E-10
Plaque cell 11_C15,4184_Plaque cell 11_20122017_1348,C15,,0.658985,0.114838,1329,94.4211,0.0296247,Plaque cell 11,X-WE51780341,3.23E-05
Plaque cell 11_C16,4184_Plaque cell 11_20122017_1348,C16,,0.6964,0.429005,2526,101.876,0.25786,Plaque cell 11,X-WE51780341,9.68E-06
Plaque cell 11_C17,4184_Plaque cell 11_20122017_1348,C17,,0.736436,0.201328,2054,101.145,0.305031,Plaque cell 11,X-WE51780341,2.90E-06
Plaque cell 11_C18,4184_Plaque cell 11_20122017_1348,C18,,0.764062,0.121997,1907,98.1169,0.332787,Plaque cell 11,X-WE51780341,8.71E-07
Plaque cell 11_C19,4184_Plaque cell 11_20122017_1348,C19,,0.781404,0.0853818,1640,96.1385,0.427111,Plaque cell 11,X-WE51780341,2.61E-07
Plaque cell 11_C20,4184_Plaque cell 11_20122017_1348,C20,,0.774475,0.135367,1870,100.65,0.396295,Plaque cell 11,X-WE51780341,7.84E-08
Plaque cell 11_C21,4184_Plaque cell 11_20122017_1348,C21,,0.792171,0.0832122,1536,93.6987,0.377251,Plaque cell 11,X-WE51780341,2.35E-08
Plaque cell 11_C22,4184_Plaque cell 11_20122017_1348,C22,,0.753725,0.1513,1822,102.166,0.277765,Plaque cell 11,X-WE51780341,7.06E-09
Plaque cell 11_C23,4184_Plaque cell 11_20122017_1348,C23,,0.758405,0.105133,1432,101.862,0.260825,Plaque cell 11,X-WE51780341,2.12E-09
Plaque cell 11_C24,4184_Plaque cell 11_20122017_1348,C24,,0.75879,0.115794,1239,106.63,0.323356,Plaque cell 11,X-WE51780341,6.35E-10
Plaque cell 12_C15,4185_Plaque cell 12_20122017_1413,C15,,0.651243,0.0447936,1172,90.8159,0.00651916,Plaque cell 12,X-WE51780341,3.23E-05
Plaque cell 12_C16,4185_Plaque cell 12_20122017_1413,C16,,0.707824,0.441303,2618,98.9406,0.227128,Plaque cell 12,X-WE51780341,9.68E-06
Plaque cell 12_C17,4185_Plaque cell 12_20122017_1413,C17,,0.723104,0.306045,2130,91.7124,0.256455,Plaque cell 12,X-WE51780341,2.90E-06
Plaque cell 12_C18,4185_Plaque cell 12_20122017_1413,C18,,0.753329,0.137926,1901,103.905,0.337128,Plaque cell 12,X-WE51780341,8.71E-07
Plaque cell 12_C19,4185_Plaque cell 12_20122017_1413,C19,,0.767233,0.0926109,1642,97.0469,0.322701,Plaque cell 12,X-WE51780341,2.61E-07
Plaque cell 12_C20,4185_Plaque cell 12_20122017_1413,C20,,0.762941,0.104707,1838,99.6248,0.269032,Plaque cell 12,X-WE51780341,7.84E-08
Plaque cell 12_C21,4185_Plaque cell 12_20122017_1413,C21,,0.771674,0.0995716,1683,95.1611,0.379205,Plaque cell 12,X-WE51780341,2.35E-08
Plaque cell 12_C22,4185_Plaque cell 12_20122017_1413,C22,,0.7276,0.208402,2116,102.098,0.236905,Plaque cell 12,X-WE51780341,7.06E-09
Plaque cell 12_C23,4185_Plaque cell 12_20122017_1413,C23,,0.748885,0.160774,1599,97.8633,0.278559,Plaque cell 12,X-WE51780341,2.12E-09
Plaque cell 12_C24,4185_Plaque cell 12_20122017_1413,C24,,0.739157,0.123243,1576,104.642,0.219206,Plaque cell 12,X-WE51780341,6.35E-10
Plaque cell 10_K05,4183_Plaque cell 10_20122017_1323,K05,,0.657947,0.568997,110,95.0273,0,Plaque cell 10,X-WE52880180,3.23E-05
Plaque cell 10_K06,4183_Plaque cell 10_20122017_1323,K06,,0.688272,0.609524,104,96.425,0,Plaque cell 10,X-WE52880180,9.68E-06
Plaque cell 10_K07,4183_Plaque cell 10_20122017_1323,K07,,0.69235,0.498024,164,103.49,0,Plaque cell 10,X-WE52880180,2.90E-06
Plaque cell 10_K08,4183_Plaque cell 10_20122017_1323,K08,,0.705792,0.602222,194,114.579,0.0562359,Plaque cell 10,X-WE52880180,8.71E-07
Plaque cell 10_K09,4183_Plaque cell 10_20122017_1323,K09,,0.692962,0.0552834,1140,108.139,0.084588,Plaque cell 10,X-WE52880180,2.61E-07
Plaque cell 10_K10,4183_Plaque cell 10_20122017_1323,K10,,0.702739,0.0371899,1882,106.101,0.140578,Plaque cell 10,X-WE52880180,7.84E-08
Plaque cell 10_K11,4183_Plaque cell 10_20122017_1323,K11,,0.726001,0.0625783,1718,109.954,0.152484,Plaque cell 10,X-WE52880180,2.35E-08
Plaque cell 10_K12,4183_Plaque cell 10_20122017_1323,K12,,0.746919,0.0969114,2010,107.177,0.284153,Plaque cell 10,X-WE52880180,7.06E-09
Plaque cell 10_K13,4183_Plaque cell 10_20122017_1323,K13,,0.761836,0.111007,1903,102.958,0.344667,Plaque cell 10,X-WE52880180,2.12E-09
Plaque cell 10_K14,4183_Plaque cell 10_20122017_1323,K14,,0.759482,0.128389,2025,106.242,0.365884,Plaque cell 10,X-WE52880180,6.35E-10
Plaque cell 11_K05,4184_Plaque cell 11_20122017_1348,K05,,0.627512,0.519041,127,94.6237,0,Plaque cell 11,X-WE52880180,3.23E-05
Plaque cell 11_K06,4184_Plaque cell 11_20122017_1348,K06,,0.669493,0.503642,143,110.263,0,Plaque cell 11,X-WE52880180,9.68E-06
Plaque cell 11_K07,4184_Plaque cell 11_20122017_1348,K07,,0.659321,0.462076,105,90.0171,0,Plaque cell 11,X-WE52880180,2.90E-06
Plaque cell 11_K08,4184_Plaque cell 11_20122017_1348,K08,,0.732629,0.472921,180,108.858,0.0271696,Plaque cell 11,X-WE52880180,8.71E-07
Plaque cell 11_K09,4184_Plaque cell 11_20122017_1348,K09,,0.705018,0.123659,678,102.539,0.096442,Plaque cell 11,X-WE52880180,2.61E-07
Plaque cell 11_K10,4184_Plaque cell 11_20122017_1348,K10,,0.696536,0.0345754,1580,108.179,0.110308,Plaque cell 11,X-WE52880180,7.84E-08
Plaque cell 11_K11,4184_Plaque cell 11_20122017_1348,K11,,0.720478,0.0413841,1709,113.536,0.166147,Plaque cell 11,X-WE52880180,2.35E-08
Plaque cell 11_K12,4184_Plaque cell 11_20122017_1348,K12,,0.751862,0.136872,1967,105.883,0.285444,Plaque cell 11,X-WE52880180,7.06E-09
Plaque cell 11_K13,4184_Plaque cell 11_20122017_1348,K13,,0.751713,0.12522,2089,104.632,0.361285,Plaque cell 11,X-WE52880180,2.12E-09
Plaque cell 11_K14,4184_Plaque cell 11_20122017_1348,K14,,0.764397,0.190689,2104,100.363,0.376496,Plaque cell 11,X-WE52880180,6.35E-10
Plaque cell 12_K05,4185_Plaque cell 12_20122017_1413,K05,,0.548191,0.234121,113,81.1986,0,Plaque cell 12,X-WE52880180,3.23E-05
Plaque cell 12_K06,4185_Plaque cell 12_20122017_1413,K06,,0.70123,0.493326,67,106.864,0,Plaque cell 12,X-WE52880180,9.68E-06
Plaque cell 12_K07,4185_Plaque cell 12_20122017_1413,K07,,0.670733,0.377221,100,95.8969,0,Plaque cell 12,X-WE52880180,2.90E-06
Plaque cell 12_K08,4185_Plaque cell 12_20122017_1413,K08,,0.721513,0.409233,169,95.3624,0.0894815,Plaque cell 12,X-WE52880180,8.71E-07
Plaque cell 12_K09,4185_Plaque cell 12_20122017_1413,K09,,0.710281,0.145708,655,111.161,0.0549039,Plaque cell 12,X-WE52880180,2.61E-07
Plaque cell 12_K10,4185_Plaque cell 12_20122017_1413,K10,,0.707964,0.0242218,1767,102.022,0.0723575,Plaque cell 12,X-WE52880180,7.84E-08
Plaque cell 12_K11,4185_Plaque cell 12_20122017_1413,K11,,0.722594,0.0265176,1568,109.385,0.127821,Plaque cell 12,X-WE52880180,2.35E-08
Plaque cell 12_K12,4185_Plaque cell 12_20122017_1413,K12,,0.761533,0.0564657,1853,97.5419,0.2734,Plaque cell 12,X-WE52880180,7.06E-09
Plaque cell 12_K13,4185_Plaque cell 12_20122017_1413,K13,,0.767532,0.100425,1841,101.237,0.327228,Plaque cell 12,X-WE52880180,2.12E-09
Plaque cell 12_K14,4185_Plaque cell 12_20122017_1413,K14,,0.75654,0.137763,2197,102.643,0.41468,Plaque cell 12,X-WE52880180,6.35E-10
Plaque cell 10_H15,4183_Plaque cell 10_20122017_1323,H15,,0.629331,0.408156,3029,95.7249,0.174513,Plaque cell 10,X-WE60667960,3.23E-05
Plaque cell 10_H16,4183_Plaque cell 10_20122017_1323,H16,,0.704593,0.27743,2490,99.5662,0.187269,Plaque cell 10,X-WE60667960,9.68E-06
Plaque cell 10_H17,4183_Plaque cell 10_20122017_1323,H17,,0.743566,0.155995,2201,104.118,0.278162,Plaque cell 10,X-WE60667960,2.90E-06
Plaque cell 10_H18,4183_Plaque cell 10_20122017_1323,H18,,0.774786,0.120832,1837,98.9212,0.2864,Plaque cell 10,X-WE60667960,8.71E-07
Plaque cell 10_H19,4183_Plaque cell 10_20122017_1323,H19,,0.770552,0.115806,1924,100.675,0.345027,Plaque cell 10,X-WE60667960,2.61E-07
Plaque cell 10_H20,4183_Plaque cell 10_20122017_1323,H20,,0.739918,0.192707,2155,104.055,0.231305,Plaque cell 10,X-WE60667960,7.84E-08
Plaque cell 10_H21,4183_Plaque cell 10_20122017_1323,H21,,0.764688,0.143215,1977,104.693,0.291277,Plaque cell 10,X-WE60667960,2.35E-08
Plaque cell 10_H22,4183_Plaque cell 10_20122017_1323,H22,,0.750073,0.128734,1854,102.077,0.258055,Plaque cell 10,X-WE60667960,7.06E-09
Plaque cell 10_H23,4183_Plaque cell 10_20122017_1323,H23,,0.751767,0.115035,1674,104.213,0.311182,Plaque cell 10,X-WE60667960,2.12E-09
Plaque cell 10_H24,4183_Plaque cell 10_20122017_1323,H24,,0.724326,0.101015,1451,105.985,0.222583,Plaque cell 10,X-WE60667960,6.35E-10
Plaque cell 11_H15,4184_Plaque cell 11_20122017_1348,H15,,0.622231,0.478042,2820,98.1329,0.228425,Plaque cell 11,X-WE60667960,3.23E-05
Plaque cell 11_H16,4184_Plaque cell 11_20122017_1348,H16,,0.709208,0.224918,2244,100.921,0.253636,Plaque cell 11,X-WE60667960,9.68E-06
Plaque cell 11_H17,4184_Plaque cell 11_20122017_1348,H17,,0.750459,0.192034,1996,107.796,0.319785,Plaque cell 11,X-WE60667960,2.90E-06
Plaque cell 11_H18,4184_Plaque cell 11_20122017_1348,H18,,0.734848,0.364914,2299,96.2576,0.230326,Plaque cell 11,X-WE60667960,8.71E-07
Plaque cell 11_H19,4184_Plaque cell 11_20122017_1348,H19,,0.756717,0.162127,2042,100.771,0.281207,Plaque cell 11,X-WE60667960,2.61E-07
Plaque cell 11_H20,4184_Plaque cell 11_20122017_1348,H20,,0.768426,0.0991112,1744,98.7993,0.356644,Plaque cell 11,X-WE60667960,7.84E-08
Plaque cell 11_H21,4184_Plaque cell 11_20122017_1348,H21,,0.766642,0.143207,1856,102.616,0.378238,Plaque cell 11,X-WE60667960,2.35E-08
Plaque cell 11_H22,4184_Plaque cell 11_20122017_1348,H22,,0.742308,0.377306,2415,95.3704,0.255036,Plaque cell 11,X-WE60667960,7.06E-09
Plaque cell 11_H23,4184_Plaque cell 11_20122017_1348,H23,,0.763893,0.179028,1711,101.742,0.38691,Plaque cell 11,X-WE60667960,2.12E-09
Plaque cell 11_H24,4184_Plaque cell 11_20122017_1348,H24,,0.749719,0.137159,1341,102.232,0.288291,Plaque cell 11,X-WE60667960,6.35E-10
Plaque cell 12_H15,4185_Plaque cell 12_20122017_1413,H15,,0.617174,0.456049,3001,95.3341,0.127033,Plaque cell 12,X-WE60667960,3.23E-05
Plaque cell 12_H16,4185_Plaque cell 12_20122017_1413,H16,,0.705171,0.324015,2508,101.065,0.217822,Plaque cell 12,X-WE60667960,9.68E-06
Plaque cell 12_H17,4185_Plaque cell 12_20122017_1413,H17,,0.738982,0.153121,1995,102.108,0.284419,Plaque cell 12,X-WE60667960,2.90E-06
Plaque cell 12_H18,4185_Plaque cell 12_20122017_1413,H18,,0.76033,0.125889,1943,99.0299,0.339696,Plaque cell 12,X-WE60667960,8.71E-07
Plaque cell 12_H19,4185_Plaque cell 12_20122017_1413,H19,,0.756522,0.146375,1895,101.802,0.351108,Plaque cell 12,X-WE60667960,2.61E-07
Plaque cell 12_H20,4185_Plaque cell 12_20122017_1413,H20,,0.770491,0.0882805,1779,92.6911,0.283687,Plaque cell 12,X-WE60667960,7.84E-08
Plaque cell 12_H21,4185_Plaque cell 12_20122017_1413,H21,,0.75368,0.167268,1992,104.096,0.374786,Plaque cell 12,X-WE60667960,2.35E-08
Plaque cell 12_H22,4185_Plaque cell 12_20122017_1413,H22,,0.78368,0.105227,1758,91.3216,0.3926,Plaque cell 12,X-WE60667960,7.06E-09
Plaque cell 12_H23,4185_Plaque cell 12_20122017_1413,H23,,0.76668,0.12448,1769,97.2666,0.318982,Plaque cell 12,X-WE60667960,2.12E-09
Plaque cell 12_H24,4185_Plaque cell 12_20122017_1413,H24,,0.741989,0.119,1348,96.0452,0.255199,Plaque cell 12,X-WE60667960,6.35E-10
Plaque cell 10_M05,4183_Plaque cell 10_20122017_1323,M05,,0.63564,0.218135,2307,119.61,0.00180395,Plaque cell 10,X-WE60673361,3.23E-05
Plaque cell 10_M06,4183_Plaque cell 10_20122017_1323,M06,,0.707897,0.806379,4303,101.856,0.156462,Plaque cell 10,X-WE60673361,9.68E-06
Plaque cell 10_M07,4183_Plaque cell 10_20122017_1323,M07,,0.689137,0.438962,3613,89.36,0.183355,Plaque cell 10,X-WE60673361,2.90E-06
Plaque cell 10_M08,4183_Plaque cell 10_20122017_1323,M08,,0.723192,0.155547,2425,98.8367,0.224707,Plaque cell 10,X-WE60673361,8.71E-07
Plaque cell 10_M09,4183_Plaque cell 10_20122017_1323,M09,,0.740619,0.232155,2236,101.954,0.219554,Plaque cell 10,X-WE60673361,2.61E-07
Plaque cell 10_M10,4183_Plaque cell 10_20122017_1323,M10,,0.756428,0.128278,1919,104.693,0.304988,Plaque cell 10,X-WE60673361,7.84E-08
Plaque cell 10_M11,4183_Plaque cell 10_20122017_1323,M11,,0.753499,0.139057,2181,101.571,0.324051,Plaque cell 10,X-WE60673361,2.35E-08
Plaque cell 10_M12,4183_Plaque cell 10_20122017_1323,M12,,0.754106,0.163191,1884,106.75,0.309059,Plaque cell 10,X-WE60673361,7.06E-09
Plaque cell 10_M13,4183_Plaque cell 10_20122017_1323,M13,,0.748218,0.215051,2242,100.15,0.287969,Plaque cell 10,X-WE60673361,2.12E-09
Plaque cell 10_M14,4183_Plaque cell 10_20122017_1323,M14,,0.768351,0.161842,2114,103.903,0.373565,Plaque cell 10,X-WE60673361,6.35E-10
Plaque cell 11_M05,4184_Plaque cell 11_20122017_1348,M05,,0.607535,0.225827,2205,121.867,0.00658086,Plaque cell 11,X-WE60673361,3.23E-05
Plaque cell 11_M06,4184_Plaque cell 11_20122017_1348,M06,,0.702912,0.824747,4248,99.9376,0.209139,Plaque cell 11,X-WE60673361,9.68E-06
Plaque cell 11_M07,4184_Plaque cell 11_20122017_1348,M07,,0.679535,0.556949,3631,91.9739,0.172624,Plaque cell 11,X-WE60673361,2.90E-06
Plaque cell 11_M08,4184_Plaque cell 11_20122017_1348,M08,,0.721126,0.187801,2350,105.708,0.315267,Plaque cell 11,X-WE60673361,8.71E-07
Plaque cell 11_M09,4184_Plaque cell 11_20122017_1348,M09,,0.754581,0.138548,1835,104.239,0.355698,Plaque cell 11,X-WE60673361,2.61E-07
Plaque cell 11_M10,4184_Plaque cell 11_20122017_1348,M10,,0.756756,0.151398,2017,105.488,0.361867,Plaque cell 11,X-WE60673361,7.84E-08
Plaque cell 11_M11,4184_Plaque cell 11_20122017_1348,M11,,0.767728,0.225817,2185,100.131,0.415552,Plaque cell 11,X-WE60673361,2.35E-08
Plaque cell 11_M12,4184_Plaque cell 11_20122017_1348,M12,,0.766287,0.155338,2028,106.249,0.4055,Plaque cell 11,X-WE60673361,7.06E-09
Plaque cell 11_M13,4184_Plaque cell 11_20122017_1348,M13,,0.762676,0.113856,1904,104.663,0.36637,Plaque cell 11,X-WE60673361,2.12E-09
Plaque cell 11_M14,4184_Plaque cell 11_20122017_1348,M14,,0.777922,0.125408,1895,105.625,0.408073,Plaque cell 11,X-WE60673361,6.35E-10
Plaque cell 12_M05,4185_Plaque cell 12_20122017_1413,M05,,0.606032,0.286066,2332,115.215,0.00267404,Plaque cell 12,X-WE60673361,3.23E-05
Plaque cell 12_M06,4185_Plaque cell 12_20122017_1413,M06,,0.699989,0.84428,4210,97.9757,0.161375,Plaque cell 12,X-WE60673361,9.68E-06
Plaque cell 12_M07,4185_Plaque cell 12_20122017_1413,M07,,0.684117,0.552475,3596,89.7223,0.190681,Plaque cell 12,X-WE60673361,2.90E-06
Plaque cell 12_M08,4185_Plaque cell 12_20122017_1413,M08,,0.730526,0.15475,2169,99.8184,0.318895,Plaque cell 12,X-WE60673361,8.71E-07
Plaque cell 12_M09,4185_Plaque cell 12_20122017_1413,M09,,0.759409,0.138547,2057,98.1425,0.312897,Plaque cell 12,X-WE60673361,2.61E-07
Plaque cell 12_M10,4185_Plaque cell 12_20122017_1413,M10,,0.765002,0.140848,1970,102.628,0.336857,Plaque cell 12,X-WE60673361,7.84E-08
Plaque cell 12_M11,4185_Plaque cell 12_20122017_1413,M11,,0.772455,0.125291,1862,102.87,0.391797,Plaque cell 12,X-WE60673361,2.35E-08
Plaque cell 12_M12,4185_Plaque cell 12_20122017_1413,M12,,0.764685,0.155114,2077,104.582,0.323034,Plaque cell 12,X-WE60673361,7.06E-09
Plaque cell 12_M13,4185_Plaque cell 12_20122017_1413,M13,,0.759644,0.121335,1898,102.472,0.274894,Plaque cell 12,X-WE60673361,2.12E-09
Plaque cell 12_M14,4185_Plaque cell 12_20122017_1413,M14,,0.770345,0.127845,1918,99.1451,0.379098,Plaque cell 12,X-WE60673361,6.35E-10
Plaque cell 10_N05,4183_Plaque cell 10_20122017_1323,N05,,0.670395,0.807599,3814,96.602,0.220344,Plaque cell 10,X-WE60677874,3.23E-05
Plaque cell 10_N06,4183_Plaque cell 10_20122017_1323,N06,,0.729397,0.26642,2322,101.913,0.324257,Plaque cell 10,X-WE60677874,9.68E-06
Plaque cell 10_N07,4183_Plaque cell 10_20122017_1323,N07,,0.762446,0.147667,1938,102.097,0.240169,Plaque cell 10,X-WE60677874,2.90E-06
Plaque cell 10_N08,4183_Plaque cell 10_20122017_1323,N08,,0.769159,0.163242,1878,100.386,0.296413,Plaque cell 10,X-WE60677874,8.71E-07
Plaque cell 10_N09,4183_Plaque cell 10_20122017_1323,N09,,0.757816,0.152853,1936,102.496,0.271593,Plaque cell 10,X-WE60677874,2.61E-07
Plaque cell 10_N10,4183_Plaque cell 10_20122017_1323,N10,,0.760766,0.130305,1798,102.007,0.281444,Plaque cell 10,X-WE60677874,7.84E-08
Plaque cell 10_N11,4183_Plaque cell 10_20122017_1323,N11,,0.764968,0.129486,1875,105.996,0.327655,Plaque cell 10,X-WE60677874,2.35E-08
Plaque cell 10_N12,4183_Plaque cell 10_20122017_1323,N12,,0.759769,0.145919,1969,101.458,0.298994,Plaque cell 10,X-WE60677874,7.06E-09
Plaque cell 10_N13,4183_Plaque cell 10_20122017_1323,N13,,0.75774,0.155897,1899,108.282,0.313174,Plaque cell 10,X-WE60677874,2.12E-09
Plaque cell 10_N14,4183_Plaque cell 10_20122017_1323,N14,,0.767211,0.141681,1832,103.717,0.278272,Plaque cell 10,X-WE60677874,6.35E-10
Plaque cell 11_N05,4184_Plaque cell 11_20122017_1348,N05,,0.656867,0.844979,3919,94.3203,0.255367,Plaque cell 11,X-WE60677874,3.23E-05
Plaque cell 11_N06,4184_Plaque cell 11_20122017_1348,N06,,0.723693,0.274255,2407,100.388,0.370715,Plaque cell 11,X-WE60677874,9.68E-06
Plaque cell 11_N07,4184_Plaque cell 11_20122017_1348,N07,,0.770954,0.159518,2081,99.7107,0.380604,Plaque cell 11,X-WE60677874,2.90E-06
Plaque cell 11_N08,4184_Plaque cell 11_20122017_1348,N08,,0.763307,0.133641,1838,103.51,0.290729,Plaque cell 11,X-WE60677874,8.71E-07
Plaque cell 11_N09,4184_Plaque cell 11_20122017_1348,N09,,0.772213,0.127211,2003,101.612,0.362129,Plaque cell 11,X-WE60677874,2.61E-07
Plaque cell 11_N10,4184_Plaque cell 11_20122017_1348,N10,,0.769619,0.155581,1865,102.137,0.370673,Plaque cell 11,X-WE60677874,7.84E-08
Plaque cell 11_N11,4184_Plaque cell 11_20122017_1348,N11,,0.772212,0.158842,1973,103.635,0.405892,Plaque cell 11,X-WE60677874,2.35E-08
Plaque cell 11_N12,4184_Plaque cell 11_20122017_1348,N12,,0.764378,0.157119,1805,107.592,0.294102,Plaque cell 11,X-WE60677874,7.06E-09
Plaque cell 11_N13,4184_Plaque cell 11_20122017_1348,N13,,0.765402,0.149971,2056,104.529,0.392429,Plaque cell 11,X-WE60677874,2.12E-09
Plaque cell 11_N14,4184_Plaque cell 11_20122017_1348,N14,,0.77805,0.116986,1745,102.674,0.419434,Plaque cell 11,X-WE60677874,6.35E-10
Plaque cell 12_N05,4185_Plaque cell 12_20122017_1413,N05,,0.667659,0.831011,3947,89.1341,0.223716,Plaque cell 12,X-WE60677874,3.23E-05
Plaque cell 12_N06,4185_Plaque cell 12_20122017_1413,N06,,0.715388,0.278147,2495,100.649,0.27312,Plaque cell 12,X-WE60677874,9.68E-06
Plaque cell 12_N07,4185_Plaque cell 12_20122017_1413,N07,,0.768995,0.171614,1969,99.552,0.276338,Plaque cell 12,X-WE60677874,2.90E-06
Plaque cell 12_N08,4185_Plaque cell 12_20122017_1413,N08,,0.762742,0.127015,1786,104.253,0.29372,Plaque cell 12,X-WE60677874,8.71E-07
Plaque cell 12_N09,4185_Plaque cell 12_20122017_1413,N09,,0.757049,0.164133,2014,102.193,0.349052,Plaque cell 12,X-WE60677874,2.61E-07
Plaque cell 12_N10,4185_Plaque cell 12_20122017_1413,N10,,0.765186,0.108325,1764,99.519,0.303715,Plaque cell 12,X-WE60677874,7.84E-08
Plaque cell 12_N11,4185_Plaque cell 12_20122017_1413,N11,,0.752513,0.136074,1924,104.74,0.313416,Plaque cell 12,X-WE60677874,2.35E-08
Plaque cell 12_N12,4185_Plaque cell 12_20122017_1413,N12,,0.773705,0.0754733,1769,97.5193,0.297918,Plaque cell 12,X-WE60677874,7.06E-09
Plaque cell 12_N13,4185_Plaque cell 12_20122017_1413,N13,,0.755105,0.221146,1975,101.794,0.351654,Plaque cell 12,X-WE60677874,2.12E-09
Plaque cell 12_N14,4185_Plaque cell 12_20122017_1413,N14,,0.761936,0.147964,1794,104.437,0.324311,Plaque cell 12,X-WE60677874,6.35E-10
Plaque cell 10_O05,4183_Plaque cell 10_20122017_1323,O05,,0.65409,0.841521,3772,100.533,0.0683181,Plaque cell 10,X-WE60677880,3.23E-05
Plaque cell 10_O06,4183_Plaque cell 10_20122017_1323,O06,,0.692668,0.592186,3918,94.6832,0.222277,Plaque cell 10,X-WE60677880,9.68E-06
Plaque cell 10_O07,4183_Plaque cell 10_20122017_1323,O07,,0.758166,0.129697,1768,106.337,0.27712,Plaque cell 10,X-WE60677880,2.90E-06
