Plate,Well,Nuclei,R/N,Eccent,CPD_ID,Concentration,G/N
EMT-Serie2-3-C2,J23,0.017718237,0.020808476,0.429351414,EC_11187821,2.12E-09,0.902528548
EMT-Serie2-3-C2,J24,-0.078219533,0.051055726,0.148763269,EC_11187821,6.35E-10,0.672235499
EMT-Serie2-3-C3,J15,0.051602164,0.104897127,0.719981444,EC_11187821,3.23E-05,0.905281313
EMT-Serie2-3-C3,J16,0.020807324,-0.024903319,0.775418159,EC_11187821,9.68E-06,0.930933993
EMT-Serie2-3-C3,J17,0.092384519,-0.008664754,1.115821757,EC_11187821,2.90E-06,1.070610876
EMT-Serie2-3-C3,J18,0.021639617,-0.016505824,0.916033092,EC_11187821,8.71E-07,0.977451329
EMT-Serie2-3-C3,J19,0.033707865,-0.050341157,1.157238216,EC_11187821,2.61E-07,0.947039167
EMT-Serie2-3-C3,J20,0.017478152,0.039114802,0.687198784,EC_11187821,7.84E-08,0.685613734
EMT-Serie2-3-C3,J21,-0.027049521,-0.047984017,1.035514549,EC_11187821,2.35E-08,1.026890717
EMT-Serie2-3-C3,J22,-0.141073658,-0.064628582,0.953403263,EC_11187821,7.06E-09,0.884505852
EMT-Serie2-3-C3,J23,0.026217228,0.044877674,0.941393263,EC_11187821,2.12E-09,0.85524253
EMT-Serie2-3-C3,J24,-0.15855181,0.054561811,0.056055256,EC_11187821,6.35E-10,0.766228799
EMT-Serie2-4-C1,F05,0.001669449,0.361387867,0.421165602,EC_11187829,3.23E-05,1.650246772
EMT-Serie2-4-C1,F06,-0.011268781,0.082055832,0.959081647,EC_11187829,9.68E-06,1.271577696
EMT-Serie2-4-C1,F07,0.000834725,0.074752939,0.921043337,EC_11187829,2.90E-06,1.291117839
EMT-Serie2-4-C1,F08,-0.004173623,0.040523696,1.093438392,EC_11187829,8.71E-07,1.207649191
EMT-Serie2-4-C1,F09,0.041318865,0.06295607,0.911560929,EC_11187829,2.61E-07,1.217770165
EMT-Serie2-4-C1,F10,0.042570952,0.010055544,0.931558212,EC_11187829,7.84E-08,0.948169639
EMT-Serie2-4-C1,F11,0.011686144,0.009530405,1.049748675,EC_11187829,2.35E-08,1.0472989
EMT-Serie2-4-C1,F12,0.221202003,0.250062757,0.622795816,EC_11187829,7.06E-09,0.826176452
EMT-Serie2-4-C1,F13,0.005008347,0.046382457,0.797853553,EC_11187829,2.12E-09,1.106524947
EMT-Serie2-4-C1,F14,0.024624374,-0.011144774,1.063333786,EC_11187829,6.35E-10,0.983245708
EMT-Serie2-4-C2,F05,-0.046643418,0.440683317,0.382753781,EC_11187829,3.23E-05,1.659160973
EMT-Serie2-4-C2,F06,0.025719268,0.136824173,0.82067675,EC_11187829,9.68E-06,1.174975103
EMT-Serie2-4-C2,F07,-0.044899738,-0.047095666,1.366755029,EC_11187829,2.90E-06,1.176639462
EMT-Serie2-4-C2,F08,0.06233653,0.133653886,0.800343053,EC_11187829,8.71E-07,1.114986841
EMT-Serie2-4-C2,F09,0.004359198,-0.009594251,1.052019336,EC_11187829,2.61E-07,1.069988003
EMT-Serie2-4-C2,F10,-0.045335658,0.04764961,0.912334321,EC_11187829,7.84E-08,1.036201511
EMT-Serie2-4-C2,F11,0.015693112,0.019124471,0.980227663,EC_11187829,2.35E-08,1.175960131
EMT-Serie2-4-C2,F12,-0.006974717,0.07506835,0.924840168,EC_11187829,7.06E-09,1.02003345
EMT-Serie2-4-C2,F13,-0.019180471,0.068899021,1.243162327,EC_11187829,2.12E-09,1.304105601
EMT-Serie2-4-C2,F14,-0.032258065,0.020330639,1.159675659,EC_11187829,6.35E-10,1.15701361
EMT-Serie2-4-C3,F05,0.023333333,0.442108178,0.47413907,EC_11187829,3.23E-05,1.617086019
EMT-Serie2-4-C3,F06,0.2125,0.239023591,0.677564289,EC_11187829,9.68E-06,1.125265141
EMT-Serie2-4-C3,F07,0.045,0.135555968,1.035520787,EC_11187829,2.90E-06,1.419239725
EMT-Serie2-4-C3,F08,0.07,0.088027291,0.996669926,EC_11187829,8.71E-07,1.003631464
EMT-Serie2-4-C3,F09,0.03375,0.060945093,0.986970426,EC_11187829,2.61E-07,1.220708598
EMT-Serie2-4-C3,F10,0.0175,0.075393765,0.748209425,EC_11187829,7.84E-08,1.017468785
EMT-Serie2-4-C3,F11,0.050416667,0.070900846,0.799059122,EC_11187829,2.35E-08,1.221919086
EMT-Serie2-4-C3,F12,-0.018333333,0.075373468,0.836879245,EC_11187829,7.06E-09,1.102795228
EMT-Serie2-4-C3,F13,-0.006666667,0.036882822,1.14417105,EC_11187829,2.12E-09,1.366015274
EMT-Serie2-4-C3,F14,0.0575,0.019002482,1.002722203,EC_11187829,6.35E-10,1.179744502
EMT-Serie2-2-C1,E05,0.046344387,0.690858214,-0.680801071,EC_11187920,3.23E-05,1.773155573
EMT-Serie2-2-C1,E06,0.21534159,0.474471611,0.674243873,EC_11187920,9.68E-06,1.405888492
EMT-Serie2-2-C1,E07,0.037554934,0.11121028,0.997732302,EC_11187920,2.90E-06,1.331854329
EMT-Serie2-2-C1,E08,0.12504994,0.122910428,1.123630502,EC_11187920,8.71E-07,1.122362682
EMT-Serie2-2-C1,E09,0.038353975,0.086453761,0.974809431,EC_11187920,2.61E-07,1.042977021
EMT-Serie2-2-C1,E10,0.029165002,-0.006199669,0.75659135,EC_11187920,7.84E-08,1.088343053
EMT-Serie2-2-C1,E11,-0.013184179,0.015635084,1.018961231,EC_11187920,2.35E-08,1.142988183
EMT-Serie2-2-C1,E12,0.073911306,0.115299299,1.053140625,EC_11187920,7.06E-09,1.099865695
EMT-Serie2-2-C1,E13,-0.02796644,0.01411751,1.276003388,EC_11187920,2.12E-09,1.188558428
EMT-Serie2-2-C1,E14,0.014382741,0.0013068,1.315811043,EC_11187920,6.35E-10,1.233485262
EMT-Serie2-2-C2,E05,-0.106644791,0.636424098,-0.493419968,EC_11187920,3.23E-05,2.197408564
EMT-Serie2-2-C2,E06,0.096800656,0.417148478,0.485839395,EC_11187920,9.68E-06,1.715798175
EMT-Serie2-2-C2,E07,0.036505332,0.194886978,1.091696683,EC_11187920,2.90E-06,1.423592647
EMT-Serie2-2-C2,E08,0.009433962,0.033913556,1.151870424,EC_11187920,8.71E-07,1.40535473
EMT-Serie2-2-C2,E09,-0.007383101,0.041979763,1.08510488,EC_11187920,2.61E-07,1.242224781
EMT-Serie2-2-C2,E10,0.073010664,0.127086413,0.995362196,EC_11187920,7.84E-08,1.187825099
EMT-Serie2-2-C2,E11,-0.036505332,-0.005545604,1.296536949,EC_11187920,2.35E-08,1.077961047
EMT-Serie2-2-C2,E12,0.060705496,0.099771972,1.275490265,EC_11187920,7.06E-09,0.985807277
EMT-Serie2-2-C2,E13,-0.058244463,-0.035477056,1.293782518,EC_11187920,2.12E-09,1.308003138
EMT-Serie2-2-C2,E14,0.011074651,0.051596894,0.737716882,EC_11187920,6.35E-10,1.098089651
EMT-Serie2-2-C3,E05,0.068448765,0.645803048,-0.432899419,EC_11187920,3.23E-05,1.926683646
EMT-Serie2-2-C3,E06,0.097610369,0.241315149,0.588710433,EC_11187920,9.68E-06,1.577459557
EMT-Serie2-2-C3,E07,0.004050223,0.133459236,0.850838172,EC_11187920,2.90E-06,1.147701075
EMT-Serie2-2-C3,E08,0.059943297,0.017012202,0.997939689,EC_11187920,8.71E-07,1.050150247
EMT-Serie2-2-C3,E09,0.023491292,0.038579204,1.328362053,EC_11187920,2.61E-07,1.183873303
EMT-Serie2-2-C3,E10,0.004455245,0.041146505,1.177772055,EC_11187920,7.84E-08,1.033058345
EMT-Serie2-2-C3,E11,0.03199676,-0.014026774,1.381836486,EC_11187920,2.35E-08,1.160090982
EMT-Serie2-2-C3,E12,0.047792629,0.024776825,1.034112193,EC_11187920,7.06E-09,1.050347121
EMT-Serie2-2-C3,E13,-0.006480356,0.030679387,1.241196853,EC_11187920,2.12E-09,1.224245499
EMT-Serie2-2-C3,E14,0.063183475,0.029852889,1.064946619,EC_11187920,6.35E-10,1.023693728
EMT-Serie2-4-C1,H05,0.193238731,0.452352305,-0.077489472,EC_11188016,3.23E-05,0.843386739
EMT-Serie2-4-C1,H06,0.042570952,0.070596552,0.926912104,EC_11188016,9.68E-06,1.098826451
EMT-Serie2-4-C1,H07,0.046744574,-0.038964149,0.801331341,EC_11188016,2.90E-06,0.971746059
EMT-Serie2-4-C1,H08,-0.056343907,-0.05994085,1.196603722,EC_11188016,8.71E-07,1.019087709
EMT-Serie2-4-C1,H09,0.028797997,0.002400635,0.77918761,EC_11188016,2.61E-07,1.005464827
EMT-Serie2-4-C1,H10,-0.004590985,-0.044799827,0.902486075,EC_11188016,7.84E-08,0.984909381
EMT-Serie2-4-C1,H11,0.060934891,0.082443915,0.81105828,EC_11188016,2.35E-08,1.211005037
EMT-Serie2-4-C1,H12,0.073873122,0.056120609,0.880505366,EC_11188016,7.06E-09,1.105267395
EMT-Serie2-4-C1,H13,0.054257095,0.084961408,1.017253091,EC_11188016,2.12E-09,1.204670967
EMT-Serie2-4-C1,H14,0.061769616,-0.04013417,0.832305393,EC_11188016,6.35E-10,0.956869188
EMT-Serie2-4-C2,H05,0.282911944,0.501990922,-0.008763449,EC_11188016,3.23E-05,0.79699573
EMT-Serie2-4-C2,H06,0.039232781,0.133293525,0.891220957,EC_11188016,9.68E-06,0.96123062
EMT-Serie2-4-C2,H07,-0.036181343,-0.064510653,1.262061438,EC_11188016,2.90E-06,1.178881252
EMT-Serie2-4-C2,H08,0.030078466,-0.020311281,1.169780134,EC_11188016,8.71E-07,1.022258257
EMT-Serie2-4-C2,H09,0.061028771,0.013020663,0.898518634,EC_11188016,2.61E-07,1.104331546
EMT-Serie2-4-C2,H10,-0.068439407,-0.018414171,1.382940901,EC_11188016,7.84E-08,1.051055068
EMT-Serie2-4-C2,H11,0.02092415,-0.003593191,0.787774832,EC_11188016,2.35E-08,0.864989898
EMT-Serie2-4-C2,H12,-0.02092415,-0.037425471,1.344456573,EC_11188016,7.06E-09,1.173568889
EMT-Serie2-4-C2,H13,0.072362685,0.069700155,0.882457508,EC_11188016,2.12E-09,1.110493072
EMT-Serie2-4-C2,H14,-0.10374891,-0.016682352,1.196631842,EC_11188016,6.35E-10,1.076319361
EMT-Serie2-4-C3,H05,0.20375,0.44060039,0.013505299,EC_11188016,3.23E-05,0.907155205
EMT-Serie2-4-C3,H06,0.07375,0.04315899,0.692761054,EC_11188016,9.68E-06,1.14805341
EMT-Serie2-4-C3,H07,0.0675,0.004331992,0.722097418,EC_11188016,2.90E-06,0.973987466
EMT-Serie2-4-C3,H08,0,-0.001803547,0.869228533,EC_11188016,8.71E-07,1.020078552
EMT-Serie2-4-C3,H09,0.040833333,0.018624085,0.959299099,EC_11188016,2.61E-07,1.095536002
EMT-Serie2-4-C3,H10,-0.059166667,-0.013829608,1.194439305,EC_11188016,7.84E-08,1.332680583
EMT-Serie2-4-C3,H11,-0.020416667,-0.034486308,0.909189418,EC_11188016,2.35E-08,1.154350168
EMT-Serie2-4-C3,H12,0.0575,0.042739999,0.697994027,EC_11188016,7.06E-09,0.903819885
EMT-Serie2-4-C3,H13,0.01125,0.030964753,1.009303063,EC_11188016,2.12E-09,1.284483173
EMT-Serie2-4-C3,H14,0.02,0.005252613,1.021037609,EC_11188016,6.35E-10,1.086896005
EMT-Serie2-3-C1,D15,0.685294118,0.911086826,-0.471743876,EC_11188057,3.23E-05,0.543761305
EMT-Serie2-3-C1,D16,0.835714286,0.260830571,-0.76092651,EC_11188057,9.68E-06,0.041290571
EMT-Serie2-3-C1,D17,0.762184874,0.969185063,-0.301697793,EC_11188057,2.90E-06,0.528994938
EMT-Serie2-3-C1,D18,0.365966387,0.739734433,-0.214504002,EC_11188057,8.71E-07,0.658180668
EMT-Serie2-3-C1,D19,0.234033613,0.385861146,0.398835799,EC_11188057,2.61E-07,0.871929828
EMT-Serie2-3-C1,D20,-0.053781513,-0.054223304,1.078995877,EC_11188057,7.84E-08,0.931916239
EMT-Serie2-3-C1,D21,-0.000840336,-0.012781984,0.884816881,EC_11188057,2.35E-08,0.806859115
EMT-Serie2-3-C1,D22,-0.033193277,-0.027489276,0.814115935,EC_11188057,7.06E-09,0.887405147
EMT-Serie2-3-C1,D23,-0.124789916,-0.006589816,0.74533107,EC_11188057,2.12E-09,0.901257522
EMT-Serie2-3-C1,D24,-0.082352941,-0.002122702,0.016856658,EC_11188057,6.35E-10,0.762344547
EMT-Serie2-3-C2,D15,0.880726016,0.54784811,-1.307430545,EC_11188057,3.23E-05,0.10039744
EMT-Serie2-3-C2,D16,0.775280899,0.235329167,-0.862969171,EC_11188057,9.68E-06,0.06259516
EMT-Serie2-3-C2,D17,0.781331029,0.95669016,-0.333206359,EC_11188057,2.90E-06,0.559411379
EMT-Serie2-3-C2,D18,0.420051858,0.800891243,-0.249657169,EC_11188057,8.71E-07,0.429371829
EMT-Serie2-3-C2,D19,0.192307692,0.362573722,0.544771192,EC_11188057,2.61E-07,0.745221909
EMT-Serie2-3-C2,D20,0.027225583,-0.014613541,0.742191071,EC_11188057,7.84E-08,0.758775319
EMT-Serie2-3-C2,D21,0.060933449,0.12487599,0.599497181,EC_11188057,2.35E-08,0.813179466
EMT-Serie2-3-C2,D22,-0.105445117,0.004947077,0.824546701,EC_11188057,7.06E-09,0.845768733
EMT-Serie2-3-C2,D23,-0.138288678,-0.031326559,0.802859465,EC_11188057,2.12E-09,0.754810901
EMT-Serie2-3-C2,D24,-0.258859118,-0.108673057,0.53136269,EC_11188057,6.35E-10,0.834026678
EMT-Serie2-3-C3,D15,0.631294216,0.089736362,-1.92263086,EC_11188057,3.23E-05,-0.022673937
EMT-Serie2-3-C3,D16,0.749479817,0.345895012,-1.027061158,EC_11188057,9.68E-06,0.050417686
EMT-Serie2-3-C3,D17,0.754057428,0.949606267,-0.548027113,EC_11188057,2.90E-06,0.444728285
EMT-Serie2-3-C3,D18,0.443612151,0.772883539,-0.163062808,EC_11188057,8.71E-07,0.510472644
EMT-Serie2-3-C3,D19,0.262588431,0.41872101,0.400298961,EC_11188057,2.61E-07,0.704487542
EMT-Serie2-3-C3,D20,-0.12068248,-0.064691381,1.127728667,EC_11188057,7.84E-08,0.972306522
EMT-Serie2-3-C3,D21,0.037037037,-0.070829585,0.728563697,EC_11188057,2.35E-08,0.825301321
EMT-Serie2-3-C3,D22,-0.065334998,-0.024428678,0.54158398,EC_11188057,7.06E-09,1.003121849
EMT-Serie2-3-C3,D23,-0.124843945,-0.029300686,1.11432695,EC_11188057,2.12E-09,1.038728769
EMT-Serie2-3-C3,D24,-0.10528506,0.040433574,0.255611969,EC_11188057,6.35E-10,0.726012246
EMT-Serie2-2-C1,I15,0.045545346,0.410120069,0.642578072,EC_11188204,3.23E-05,1.510235681
EMT-Serie2-2-C1,I16,0.017578905,0.023919237,1.280784678,EC_11188204,9.68E-06,1.337272964
EMT-Serie2-2-C1,I17,-0.024370755,-0.033473849,1.466134805,EC_11188204,2.90E-06,1.249696408
EMT-Serie2-2-C1,I18,0.022373152,0.115496991,1.160979208,EC_11188204,8.71E-07,1.275351701
EMT-Serie2-2-C1,I19,-0.019176988,-0.002844725,1.560093987,EC_11188204,2.61E-07,1.18578337
EMT-Serie2-2-C1,I20,-0.056332401,-0.03753525,1.336903363,EC_11188204,7.84E-08,1.261291784
EMT-Serie2-2-C1,I21,0,-0.003447975,1.084123385,EC_11188204,2.35E-08,1.060606468
EMT-Serie2-2-C1,I22,0.034358769,0.062174027,1.079779241,EC_11188204,7.06E-09,1.030268266
EMT-Serie2-2-C1,I23,-0.121054734,0.003838998,1.191114997,EC_11188204,2.12E-09,1.101546955
EMT-Serie2-2-C1,I24,-0.146224531,0.117162834,0.837053632,EC_11188204,6.35E-10,1.08482108
EMT-Serie2-2-C2,I15,-0.101722724,0.343209883,0.459778233,EC_11188204,3.23E-05,1.579285471
EMT-Serie2-2-C2,I16,0.042247744,0.117087838,1.039644984,EC_11188204,9.68E-06,1.171524981
EMT-Serie2-2-C2,I17,-0.01804758,0.000586836,1.311227252,EC_11188204,2.90E-06,1.186609657
EMT-Serie2-2-C2,I18,0.056603774,0.112215699,1.106033854,EC_11188204,8.71E-07,1.350091362
EMT-Serie2-2-C2,I19,0.018867925,0.058411182,0.798926478,EC_11188204,2.61E-07,1.094917567
EMT-Serie2-2-C2,I20,0.029532404,0.065574778,1.221978953,EC_11188204,7.84E-08,1.315839129
EMT-Serie2-2-C2,I21,-0.032813782,-0.047885852,1.196529887,EC_11188204,2.35E-08,0.901275932
EMT-Serie2-2-C2,I22,0.014766202,0.04558182,1.027497234,EC_11188204,7.06E-09,0.967933679
EMT-Serie2-2-C2,I23,-0.137407711,0.09568787,0.935635756,EC_11188204,2.12E-09,1.273703795
EMT-Serie2-2-C2,I24,-0.09926169,0.160365627,0.234173788,EC_11188204,6.35E-10,0.824841254
EMT-Serie2-2-C3,I15,-0.04090725,0.285826185,0.982534182,EC_11188204,3.23E-05,1.698359584
EMT-Serie2-2-C3,I16,0.022276225,0.004171516,1.173955797,EC_11188204,9.68E-06,1.11059698
EMT-Serie2-2-C3,I17,0.000810045,-0.0189105,1.329626335,EC_11188204,2.90E-06,0.829386129
EMT-Serie2-2-C3,I18,0.023491292,0.002689952,1.084168384,EC_11188204,8.71E-07,0.78841675
EMT-Serie2-2-C3,I19,-0.031591738,-0.000510115,1.399419367,EC_11188204,2.61E-07,1.029626183
EMT-Serie2-2-C3,I20,0.059133252,0.011878994,1.17255104,EC_11188204,7.84E-08,0.934870959
EMT-Serie2-2-C3,I21,-0.023896314,-0.1077472,1.390850347,EC_11188204,2.35E-08,0.733872942
EMT-Serie2-2-C3,I22,-0.037262049,-0.074642675,1.392863832,EC_11188204,7.06E-09,0.702816144
EMT-Serie2-2-C3,I23,-0.123126772,-0.081246298,1.500304364,EC_11188204,2.12E-09,0.749140483
EMT-Serie2-2-C3,I24,-0.098420413,-0.040739528,0.458934257,EC_11188204,6.35E-10,0.700279757
EMT-Serie2-3-C1,J05,0.266386555,0.554593061,-0.128692699,EC_11188310,3.23E-05,0.799873848
EMT-Serie2-3-C1,J06,-0.033193277,0.024820164,1.167741935,EC_11188310,9.68E-06,1.119913744
EMT-Serie2-3-C1,J07,-0.007983193,0.041364079,1.10996847,EC_11188310,2.90E-06,1.298051945
EMT-Serie2-3-C1,J08,0.102521008,0.085500258,0.795270434,EC_11188310,8.71E-07,1.089095165
EMT-Serie2-3-C1,J09,0.056302521,0.055367618,1.200363813,EC_11188310,2.61E-07,1.238312276
EMT-Serie2-3-C1,J10,0.138235294,0.237395027,1.045719137,EC_11188310,7.84E-08,0.993365734
EMT-Serie2-3-C1,J11,0.150420168,0.168943613,1.131578947,EC_11188310,2.35E-08,1.002245016
EMT-Serie2-3-C1,J12,0.010504202,-0.04858899,1.273320398,EC_11188310,7.06E-09,1.170065178
EMT-Serie2-3-C1,J13,-0.042016807,0.056120004,1.126048993,EC_11188310,2.12E-09,1.219483334
EMT-Serie2-3-C1,J14,0.054621849,0.026413621,1.036260005,EC_11188310,6.35E-10,1.094780685
EMT-Serie2-3-C2,J05,0.265773552,0.498534063,-0.027248718,EC_11188310,3.23E-05,0.750522919
EMT-Serie2-3-C2,J06,0.035436474,-0.02144719,1.372568439,EC_11188310,9.68E-06,1.156133341
EMT-Serie2-3-C2,J07,0.036300778,0.08128967,0.796409162,EC_11188310,2.90E-06,1.058501619
EMT-Serie2-3-C2,J08,-0.031114952,0.008158389,1.291431764,EC_11188310,8.71E-07,1.184600944
EMT-Serie2-3-C2,J09,-0.010803803,0.012947266,1.520290518,EC_11188310,2.61E-07,1.155870256
EMT-Serie2-3-C2,J10,0.020743302,0.049544694,1.019579461,EC_11188310,7.84E-08,0.974650105
EMT-Serie2-3-C2,J11,0.027225583,0.152537336,0.911143278,EC_11188310,2.35E-08,1.09318347
EMT-Serie2-3-C2,J12,0.047104581,0.080818027,1.022601453,EC_11188310,7.06E-09,1.127426845
EMT-Serie2-3-C2,J13,0.023336214,-0.01736356,0.922190055,EC_11188310,2.12E-09,0.931637232
EMT-Serie2-3-C2,J14,-0.013828868,0.034755211,1.016684443,EC_11188310,6.35E-10,1.074540728
EMT-Serie2-3-C3,J05,0.312942156,0.585079039,-0.0430659,EC_11188310,3.23E-05,0.749088955
EMT-Serie2-3-C3,J06,0.081564711,0.169091961,0.950387877,EC_11188310,9.68E-06,0.809606447
EMT-Serie2-3-C3,J07,0.093632959,0.055135762,0.764490606,EC_11188310,2.90E-06,0.87568975
EMT-Serie2-3-C3,J08,0.014565127,-0.056095267,1.039148476,EC_11188310,8.71E-07,1.004902195
EMT-Serie2-3-C3,J09,0.06158968,0.036369186,0.844101956,EC_11188310,2.61E-07,1.131292488
EMT-Serie2-3-C3,J10,-0.014981273,-0.060892792,1.097858303,EC_11188310,7.84E-08,1.155282561
EMT-Serie2-3-C3,J11,0.039117769,0.027215186,1.238344373,EC_11188310,2.35E-08,1.246362065
EMT-Serie2-3-C3,J12,0.028714107,0.018636597,0.75119198,EC_11188310,7.06E-09,0.943956564
EMT-Serie2-3-C3,J13,0.064918851,0.005981937,0.905028221,EC_11188310,2.12E-09,0.89528426
EMT-Serie2-3-C3,J14,0.052850603,-0.066419074,0.797247494,EC_11188310,6.35E-10,1.011092376
EMT-Serie2-2-C1,P15,0.347582901,0.43449138,-0.709434168,EC_11188314,3.23E-05,0.744893349
EMT-Serie2-2-C1,P16,-0.051538154,-0.042743553,0.787683397,EC_11188314,9.68E-06,0.771762729
EMT-Serie2-2-C1,P17,0.058330004,0.040023839,0.57662359,EC_11188314,2.90E-06,0.747615255
EMT-Serie2-2-C1,P18,0.033559728,0.011402157,0.751017732,EC_11188314,8.71E-07,0.758116833
EMT-Serie2-2-C1,P19,0.084698362,0.099036253,0.733668479,EC_11188314,2.61E-07,0.773925148
EMT-Serie2-2-C1,P20,-0.066320416,0.015145216,0.924646868,EC_11188314,7.84E-08,0.868833785
EMT-Serie2-2-C1,P21,0.058330004,0.20114981,0.602852381,EC_11188314,2.35E-08,0.767569372
EMT-Serie2-2-C1,P22,-0.09029165,-0.028845539,0.494330756,EC_11188314,7.06E-09,0.912610873
EMT-Serie2-2-C1,P23,-0.088693568,0.053946565,0.230676757,EC_11188314,2.12E-09,0.912465406
EMT-Serie2-2-C1,P24,0.011186576,0.181546356,-0.086992159,EC_11188314,6.35E-10,0.733188874
EMT-Serie2-2-C2,P15,0.289171452,0.438111113,-0.683946606,EC_11188314,3.23E-05,0.716710856
EMT-Serie2-2-C2,P16,-0.025020509,0.158508709,0.579772583,EC_11188314,9.68E-06,0.83487572
EMT-Serie2-2-C2,P17,0.038966366,0.162335721,0.948419144,EC_11188314,2.90E-06,0.867124201
EMT-Serie2-2-C2,P18,-0.11197703,-0.021107947,0.991171693,EC_11188314,8.71E-07,1.011328425
EMT-Serie2-2-C2,P19,-0.100492207,0.088770186,0.7333145,EC_11188314,2.61E-07,1.033382265
EMT-Serie2-2-C2,P20,-0.069729286,0.070579655,0.80824917,EC_11188314,7.84E-08,1.06157299
EMT-Serie2-2-C2,P21,-0.017227235,0.125258837,0.793888457,EC_11188314,2.35E-08,0.916178448
EMT-Serie2-2-C2,P22,0.087366694,0.242640093,0.110977706,EC_11188314,7.06E-09,0.747027819
EMT-Serie2-2-C2,P23,-0.107875308,0.10006539,0.40636109,EC_11188314,2.12E-09,0.940854754
EMT-Serie2-2-C2,P24,-0.144790812,0.141660915,0.293170422,EC_11188314,6.35E-10,0.952808174
EMT-Serie2-2-C3,P15,0.302956663,0.420849216,-0.622799213,EC_11188314,3.23E-05,0.809501903
EMT-Serie2-2-C3,P16,0.022276225,0.176919378,0.178778798,EC_11188314,9.68E-06,0.763784591
EMT-Serie2-2-C3,P17,-0.012555691,0.01376196,0.56129425,EC_11188314,2.90E-06,0.987990715
EMT-Serie2-2-C3,P18,0.036452005,0.092453501,0.647031279,EC_11188314,8.71E-07,0.891060039
EMT-Serie2-2-C3,P19,0.177804779,0.188087556,0.357276644,EC_11188314,2.61E-07,0.768785179
EMT-Serie2-2-C3,P20,0.088294856,0.143543071,0.486139727,EC_11188314,7.84E-08,0.969494448
EMT-Serie2-2-C3,P21,-0.050222762,0.014450476,0.792002248,EC_11188314,2.35E-08,0.897419054
EMT-Serie2-2-C3,P22,0.124746861,0.242701938,0.214272336,EC_11188314,7.06E-09,0.705316438
EMT-Serie2-2-C3,P23,-0.004050223,0.072545071,0.359711556,EC_11188314,2.12E-09,0.834855931
EMT-Serie2-2-C3,P24,-0.062778453,0.134489223,0.293734782,EC_11188314,6.35E-10,0.760644459
EMT-Serie2-1-C1,H15,0.488109633,0.794220088,-0.637864914,EC_11188360,3.23E-05,1.032093584
EMT-Serie2-1-C1,H16,0.090689238,0.338098686,0.587722731,EC_11188360,9.68E-06,1.264909783
EMT-Serie2-1-C1,H17,0.150745667,0.285140432,0.768490256,EC_11188360,2.90E-06,1.214135816
EMT-Serie2-1-C1,H18,0.141072148,0.317040249,0.898019879,EC_11188360,8.71E-07,0.914200788
EMT-Serie2-1-C1,H19,0.141878275,0.056848476,0.922438757,EC_11188360,2.61E-07,0.849157138
EMT-Serie2-1-C1,H20,-0.011285772,0.02892518,1.073778404,EC_11188360,7.84E-08,1.126416121
EMT-Serie2-1-C1,H21,0.02337767,0.059759737,0.935248233,EC_11188360,2.35E-08,1.181178204
EMT-Serie2-1-C1,H22,-0.006449012,0.064093592,0.851190942,EC_11188360,7.06E-09,1.06988825
EMT-Serie2-1-C1,H23,-0.047561467,0.059444204,0.806501265,EC_11188360,2.12E-09,0.785622708
EMT-Serie2-1-C1,H24,-0.142684401,0.109946966,0.421930031,EC_11188360,6.35E-10,0.810132457
EMT-Serie2-1-C2,H15,0.437145174,0.778224176,-0.229029616,EC_11188360,3.23E-05,1.152725149
EMT-Serie2-1-C2,H16,-0.005271695,0.392486104,0.742278936,EC_11188360,9.68E-06,1.240461479
EMT-Serie2-1-C2,H17,0.04622871,0.152829878,0.933740192,EC_11188360,2.90E-06,1.226642998
EMT-Serie2-1-C2,H18,0.081914031,0.111648617,1.102877071,EC_11188360,8.71E-07,0.979784338
EMT-Serie2-1-C2,H19,0.023114355,0.000913404,1.054767377,EC_11188360,2.61E-07,0.934356882
EMT-Serie2-1-C2,H20,-0.051500406,-0.003943673,0.971308552,EC_11188360,7.84E-08,0.88967618
EMT-Serie2-1-C2,H21,-0.01297648,-0.007174752,1.088637024,EC_11188360,2.35E-08,1.178605464
EMT-Serie2-1-C2,H22,-0.077047851,-0.038922156,1.48590526,EC_11188360,7.06E-09,1.14005169
EMT-Serie2-1-C2,H23,-0.057988646,-0.019857816,1.05381628,EC_11188360,2.12E-09,0.952470969
EMT-Serie2-1-C2,H24,-0.061232766,0.17166273,0.583868326,EC_11188360,6.35E-10,0.948196699
EMT-Serie2-1-C3,H15,0.446135362,0.776587683,-0.471341097,EC_11188360,3.23E-05,1.005008247
EMT-Serie2-1-C3,H16,0.002803364,0.247277898,0.549261616,EC_11188360,9.68E-06,1.070945488
EMT-Serie2-1-C3,H17,0.07649179,0.131847898,0.379949574,EC_11188360,2.90E-06,0.837689104
EMT-Serie2-1-C3,H18,0.047657189,0.122326831,0.757978149,EC_11188360,8.71E-07,0.855347466
EMT-Serie2-1-C3,H19,-0.035642771,0.018700997,0.998751351,EC_11188360,2.61E-07,1.201281612
EMT-Serie2-1-C3,H20,0.084100921,0.128295324,0.811045744,EC_11188360,7.84E-08,0.832883683
EMT-Serie2-1-C3,H21,0.153784541,0.123682989,0.850378197,EC_11188360,2.35E-08,0.94072482
EMT-Serie2-1-C3,H22,-0.026832199,-0.026052211,0.674366671,EC_11188360,7.06E-09,1.032564528
