Plate,Well,Nuclei,R/N,Eccent,CPD_ID,Concentration,G/N
EMT-Serie2-2-C3,G06,0.033211827,0.013526415,0.941819629,EC_11192350,9.68E-06,1.048230731
EMT-Serie2-2-C3,G07,0.028756582,0.016628919,0.781887994,EC_11192350,2.90E-06,0.982999972
EMT-Serie2-2-C3,G08,0.048602673,0.011685262,1.300547855,EC_11192350,8.71E-07,1.162167997
EMT-Serie2-2-C3,G09,0.077359255,0.082089521,1.341028282,EC_11192350,2.61E-07,1.008331031
EMT-Serie2-2-C3,G10,0.115836371,0.109908918,1.224292939,EC_11192350,7.84E-08,0.945259319
EMT-Serie2-2-C3,G11,-0.010125557,-0.097122588,1.278516576,EC_11192350,2.35E-08,0.978731098
EMT-Serie2-2-C3,G12,0.021871203,0.026845161,1.107300056,EC_11192350,7.06E-09,0.952445202
EMT-Serie2-2-C3,G13,-0.015795869,-0.018100727,1.391459075,EC_11192350,2.12E-09,1.083106874
EMT-Serie2-2-C3,G14,0.05872823,-0.009866408,1.405834426,EC_11192350,6.35E-10,1.114416326
EMT-Serie2-4-C1,B15,0.046327212,0.24177018,0.742181769,EC_11192980,3.23E-05,0.97613502
EMT-Serie2-4-C1,B16,-0.10475793,-0.022941643,1.049803016,EC_11192980,9.68E-06,0.992472503
EMT-Serie2-4-C1,B17,-0.100166945,-0.014584145,0.931884255,EC_11192980,2.90E-06,0.946605715
EMT-Serie2-4-C1,B18,-0.12312187,0.03494626,1.217470452,EC_11192980,8.71E-07,1.125755154
EMT-Serie2-4-C1,B19,0.214941569,0.258449109,0.425512838,EC_11192980,2.61E-07,0.732155771
EMT-Serie2-4-C1,B20,-0.054257095,0.037121835,0.828637413,EC_11192980,7.84E-08,0.820900435
EMT-Serie2-4-C1,B21,0.057595993,0.008226214,0.454123081,EC_11192980,2.35E-08,0.854412581
EMT-Serie2-4-C1,B22,-0.03130217,-0.042283777,0.19994566,EC_11192980,7.06E-09,0.75749205
EMT-Serie2-4-C1,B23,0.021702838,0.021371997,0.017497623,EC_11192980,2.12E-09,0.697111764
EMT-Serie2-4-C1,B24,-0.042570952,0.106930679,-0.250455101,EC_11192980,6.35E-10,0.670941867
EMT-Serie2-4-C2,B15,-0.106800349,0.035077165,1.055886481,EC_11192980,3.23E-05,1.016694542
EMT-Serie2-4-C2,B16,-0.236268527,0.003258144,0.988679245,EC_11192980,9.68E-06,1.058649981
EMT-Serie2-4-C2,B17,-0.033565824,0.0735182,0.650740683,EC_11192980,2.90E-06,0.863767104
EMT-Serie2-4-C2,B18,-0.0836966,0.025557369,0.235240917,EC_11192980,8.71E-07,0.864514367
EMT-Serie2-4-C2,B19,-0.044463819,0.122528844,0.528489007,EC_11192980,2.61E-07,0.763966691
EMT-Serie2-4-C2,B20,-0.1673932,-0.053471978,0.69259317,EC_11192980,7.84E-08,1.034506582
EMT-Serie2-4-C2,B21,-0.159110724,0.02394021,0.886792453,EC_11192980,2.35E-08,1.01638205
EMT-Serie2-4-C2,B22,-0.177855275,0.000804112,0.547388118,EC_11192980,7.06E-09,1.016045781
EMT-Serie2-4-C2,B23,-0.132955536,-0.004570038,0.268329955,EC_11192980,2.12E-09,0.970618965
EMT-Serie2-4-C2,B24,-0.168700959,-0.04016392,-0.089879931,EC_11192980,6.35E-10,0.784655695
EMT-Serie2-4-C3,B15,0.060833333,0.156676603,0.652747311,EC_11192980,3.23E-05,0.937261928
EMT-Serie2-4-C3,B16,-0.12375,0.006705309,1.036260803,EC_11192980,9.68E-06,0.986788283
EMT-Serie2-4-C3,B17,0.1025,0.267423654,0.482041388,EC_11192980,2.90E-06,0.736731831
EMT-Serie2-4-C3,B18,-0.08125,0.014480567,0.773898565,EC_11192980,8.71E-07,0.971018624
EMT-Serie2-4-C3,B19,-0.08875,0.009841218,0.704812749,EC_11192980,2.61E-07,0.801776123
EMT-Serie2-4-C3,B20,-0.17625,0.016272515,0.773343553,EC_11192980,7.84E-08,0.935788613
EMT-Serie2-4-C3,B21,0.135,0.029383025,0.521209398,EC_11192980,2.35E-08,0.684647533
EMT-Serie2-4-C3,B22,-0.07125,0.104121481,-0.103998731,EC_11192980,7.06E-09,0.661403944
EMT-Serie2-4-C3,B23,-0.057916667,0.024684234,0.155482729,EC_11192980,2.12E-09,0.74004494
EMT-Serie2-4-C3,B24,-0.124583333,0.108463622,-0.207098871,EC_11192980,6.35E-10,0.793913504
EMT-Serie2-3-C1,M15,-0.088235294,0.240607688,0.971089013,EC_11192989,3.23E-05,1.565521627
EMT-Serie2-3-C1,M16,0.089495798,0.083128668,1.025782197,EC_11192989,9.68E-06,1.080674617
EMT-Serie2-3-C1,M17,0.105882353,0.093909533,0.960829493,EC_11192989,2.90E-06,0.963843426
EMT-Serie2-3-C1,M18,0.059243697,0.105142403,0.986975503,EC_11192989,8.71E-07,1.004563012
EMT-Serie2-3-C1,M19,0.048319328,0.041484232,0.938733932,EC_11192989,2.61E-07,1.09457912
EMT-Serie2-3-C1,M20,-0.015546218,0.082935565,1.045209799,EC_11192989,7.84E-08,0.922585174
EMT-Serie2-3-C1,M21,-0.058403361,0.007792776,1.289837497,EC_11192989,2.35E-08,0.975888667
EMT-Serie2-3-C1,M22,0.035714286,0.049264135,1.01292748,EC_11192989,7.06E-09,0.905983871
EMT-Serie2-3-C1,M23,-0.018487395,-0.050136674,0.920785836,EC_11192989,2.12E-09,0.919707661
EMT-Serie2-3-C1,M24,-0.080672269,0.081519477,0.406791171,EC_11192989,6.35E-10,0.761194237
EMT-Serie2-3-C2,M15,-0.05920484,0.222513488,0.508431104,EC_11192989,3.23E-05,1.035740238
EMT-Serie2-3-C2,M16,-0.015125324,0.091410035,1.459799888,EC_11192989,9.68E-06,1.170581844
EMT-Serie2-3-C2,M17,-0.019014693,0.031280725,1.122149424,EC_11192989,2.90E-06,1.128197956
EMT-Serie2-3-C2,M18,0.051858254,0.048724124,1.117349789,EC_11192989,8.71E-07,0.999407303
EMT-Serie2-3-C2,M19,0.009507347,0.02739965,1.148661689,EC_11192989,2.61E-07,1.088668691
EMT-Serie2-3-C2,M20,0.047968885,0.059017474,1.087282239,EC_11192989,7.84E-08,1.056787032
EMT-Serie2-3-C2,M21,-0.041054451,-0.026908787,1.247371629,EC_11192989,2.35E-08,1.054585585
EMT-Serie2-3-C2,M22,-0.100691443,0.023357418,1.101147849,EC_11192989,7.06E-09,0.817624694
EMT-Serie2-3-C2,M23,-0.166378565,0.040684015,0.803748286,EC_11192989,2.12E-09,1.010084922
EMT-Serie2-3-C2,M24,-0.143474503,0.144430694,0.296637716,EC_11192989,6.35E-10,0.669580458
EMT-Serie2-3-C3,M15,0.017478152,0.253699279,0.348109585,EC_11192989,3.23E-05,1.124378038
EMT-Serie2-3-C3,M16,0.04619226,0.063454394,0.912966161,EC_11192989,9.68E-06,1.002126425
EMT-Serie2-3-C3,M17,-0.016645859,0.004753712,1.204298858,EC_11192989,2.90E-06,1.083319478
EMT-Serie2-3-C3,M18,0.03079484,-0.011975558,1.103889075,EC_11192989,8.71E-07,0.967379352
EMT-Serie2-3-C3,M19,-0.024136496,-0.000718533,0.969304915,EC_11192989,2.61E-07,1.155931906
EMT-Serie2-3-C3,M20,0.035372451,0.130085231,1.006778176,EC_11192989,7.84E-08,1.070125652
EMT-Serie2-3-C3,M21,-0.09113608,-0.066489175,1.228653901,EC_11192989,2.35E-08,0.785188235
EMT-Serie2-3-C3,M22,0.001664586,-0.024874111,0.876678436,EC_11192989,7.06E-09,0.759171636
EMT-Serie2-3-C3,M23,-0.117353308,0.01440426,0.597175331,EC_11192989,2.12E-09,0.696634754
EMT-Serie2-3-C3,M24,-0.120266334,0.165567934,0.16716064,EC_11192989,6.35E-10,0.672669656
EMT-Serie2-2-C1,I05,-0.182181382,0.002042329,-0.400672113,EC_11193182,3.23E-05,0.461426284
EMT-Serie2-2-C1,I06,0.028365961,0.185622293,0.085817327,EC_11193182,9.68E-06,0.789750248
EMT-Serie2-2-C1,I07,-0.025569317,0.043563392,1.107046256,EC_11193182,2.90E-06,1.184023783
EMT-Serie2-2-C1,I08,0.007590891,0.019725557,1.116089724,EC_11193182,8.71E-07,1.105494138
EMT-Serie2-2-C1,I09,-0.050339592,0.018863564,1.194011093,EC_11193182,2.61E-07,1.217201383
EMT-Serie2-2-C1,I10,-0.02756692,-0.047794866,1.647687222,EC_11193182,7.84E-08,1.339706734
EMT-Serie2-2-C1,I11,-0.003595685,0.027891967,1.219857381,EC_11193182,2.35E-08,1.245150573
EMT-Serie2-2-C1,I12,0.033559728,0.018043725,1.141089041,EC_11193182,7.06E-09,1.137264627
EMT-Serie2-2-C1,I13,0.035557331,0.005141437,1.112128084,EC_11193182,2.12E-09,1.170512163
EMT-Serie2-2-C1,I14,0.064322813,0.047985289,1.211988743,EC_11193182,6.35E-10,1.136528901
EMT-Serie2-2-C2,I05,-0.184987695,0.013389651,-0.171551663,EC_11193182,3.23E-05,0.383152022
EMT-Serie2-2-C2,I06,-0.057424118,0.032069213,0.615109353,EC_11193182,9.68E-06,0.680423464
EMT-Serie2-2-C2,I07,-0.021328958,0.054772796,0.773854086,EC_11193182,2.90E-06,0.969811804
EMT-Serie2-2-C2,I08,0.089417555,0.111222268,0.769357535,EC_11193182,8.71E-07,0.874649265
EMT-Serie2-2-C2,I09,-0.009433962,0.054655429,1.139911011,EC_11193182,2.61E-07,0.991956724
EMT-Serie2-2-C2,I10,0.010254307,-0.018268777,1.31765426,EC_11193182,7.84E-08,1.074518864
EMT-Serie2-2-C2,I11,-0.033634126,-0.013400829,1.394637098,EC_11193182,2.35E-08,1.13751144
EMT-Serie2-2-C2,I12,-0.01271534,-0.004909865,1.292134567,EC_11193182,7.06E-09,1.167178283
EMT-Serie2-2-C2,I13,-0.06685808,0.005294103,1.313416673,EC_11193182,2.12E-09,1.179021779
EMT-Serie2-2-C2,I14,0.058654635,0.028084314,1.070249782,EC_11193182,6.35E-10,1.125554879
EMT-Serie2-2-C3,I05,-0.238153098,-0.029323261,-0.154897921,EC_11193182,3.23E-05,0.302946343
EMT-Serie2-2-C3,I06,-0.117861482,0.027404057,0.860062746,EC_11193182,9.68E-06,0.688884062
EMT-Serie2-2-C3,I07,-0.01782098,0.05689875,1.1038584,EC_11193182,2.90E-06,1.1999349
EMT-Serie2-2-C3,I08,0.086269745,0.051340446,1.205586252,EC_11193182,8.71E-07,1.136069131
EMT-Serie2-2-C3,I09,-0.014985824,-0.065226451,1.2806003,EC_11193182,2.61E-07,1.085958259
EMT-Serie2-2-C3,I10,0.050627785,-0.001848122,1.316679153,EC_11193182,7.84E-08,1.059593614
EMT-Serie2-2-C3,I11,0.042122317,-0.037720649,1.505970219,EC_11193182,2.35E-08,0.967240247
EMT-Serie2-2-C3,I12,0.102875658,0.056660418,1.162038771,EC_11193182,7.06E-09,0.858503722
EMT-Serie2-2-C3,I13,-0.042122317,-0.090716879,1.36643098,EC_11193182,2.12E-09,0.981100142
EMT-Serie2-2-C3,I14,0.046577562,-0.007568102,1.303240307,EC_11193182,6.35E-10,1.096231775
EMT-Serie2-2-C1,H15,0.078705553,-0.403937698,-0.533236797,EC_11193277,3.23E-05,0.111270006
EMT-Serie2-2-C1,H16,0.137035557,0.187805623,-0.021146963,EC_11193277,9.68E-06,0.814143896
EMT-Serie2-2-C1,H17,-0.001198562,0.129349943,1.007813994,EC_11193277,2.90E-06,1.042277662
EMT-Serie2-2-C1,H18,0.025968837,0.020952409,0.911149969,EC_11193277,8.71E-07,1.029305948
EMT-Serie2-2-C1,H19,0.072712745,0.061406518,0.966694899,EC_11193277,2.61E-07,1.085853334
EMT-Serie2-2-C1,H20,0.020375549,0.067225339,0.974891396,EC_11193277,7.84E-08,0.99501217
EMT-Serie2-2-C1,H21,0.190571314,0.305628398,0.860878118,EC_11193277,2.35E-08,0.906920887
EMT-Serie2-2-C1,H22,-0.059129045,0.005237375,0.901177563,EC_11193277,7.06E-09,0.875388179
EMT-Serie2-2-C1,H23,0.040351578,0.195924063,0.803830496,EC_11193277,2.12E-09,0.98695835
EMT-Serie2-2-C1,H24,-0.135836996,0.11250109,0.4400153,EC_11193277,6.35E-10,0.843010646
EMT-Serie2-2-C2,H15,0.113207547,-0.33692277,-0.358758858,EC_11193277,3.23E-05,0.08413876
EMT-Serie2-2-C2,H16,0.019278097,0.027677721,-0.138380771,EC_11193277,9.68E-06,0.784584045
EMT-Serie2-2-C2,H17,0.02173913,0.160387983,0.843633025,EC_11193277,2.90E-06,0.959004732
EMT-Serie2-2-C2,H18,-0.066447908,0.046350297,1.099183087,EC_11193277,8.71E-07,1.149106823
EMT-Serie2-2-C2,H19,0.147662018,0.230193572,1.011111896,EC_11193277,2.61E-07,0.928009382
EMT-Serie2-2-C2,H20,0.029532404,-0.007307511,0.736351437,EC_11193277,7.84E-08,0.9461625
EMT-Serie2-2-C2,H21,0.025430681,0.13256495,0.743673047,EC_11193277,2.35E-08,1.006064649
EMT-Serie2-2-C2,H22,-0.030352748,0.037275291,0.735857052,EC_11193277,7.06E-09,0.868584616
EMT-Serie2-2-C2,H23,-0.03609516,0.079988599,0.689314217,EC_11193277,2.12E-09,1.04364286
EMT-Serie2-2-C2,H24,-0.107875308,0.09591003,0.530075099,EC_11193277,6.35E-10,0.985417833
EMT-Serie2-2-C3,H15,0.103685703,-0.312148825,-0.32976681,EC_11193277,3.23E-05,0.134624736
EMT-Serie2-2-C3,H16,0.012555691,0.057166352,0.342503278,EC_11193277,9.68E-06,0.954994714
EMT-Serie2-2-C3,H17,0.066018631,0.004600793,0.874789286,EC_11193277,2.90E-06,0.745288325
EMT-Serie2-2-C3,H18,0.010935601,-0.009216917,0.877247612,EC_11193277,8.71E-07,0.749097827
EMT-Serie2-2-C3,H19,0.101660591,0.025059757,0.810545046,EC_11193277,2.61E-07,0.897202493
EMT-Serie2-2-C3,H20,-0.033616849,0.000246695,0.86376194,EC_11193277,7.84E-08,0.883467284
EMT-Serie2-2-C3,H21,0.049412718,-0.003669763,0.898225323,EC_11193277,2.35E-08,0.899955441
EMT-Serie2-2-C3,H22,0.102065614,0.100611163,0.642863832,EC_11193277,7.06E-09,0.778287607
EMT-Serie2-2-C3,H23,0.079384366,0.146869969,0.502551976,EC_11193277,2.12E-09,0.623905957
EMT-Serie2-2-C3,H24,-0.168084245,-0.00803083,0.525215396,EC_11193277,6.35E-10,0.825422409
EMT-Serie2-1-C1,D05,0.050785973,0.064615434,-1.309671023,EC_11193483,3.23E-05,0.022826967
EMT-Serie2-1-C1,D06,0.322047561,0.384310743,-0.109597976,EC_11193483,9.68E-06,0.920709304
EMT-Serie2-1-C1,D07,0.161225312,0.195983565,0.841512092,EC_11193483,2.90E-06,1.301048078
EMT-Serie2-1-C1,D08,0.149133414,0.267177991,0.760011479,EC_11193483,8.71E-07,0.97708248
EMT-Serie2-1-C1,D09,0.016525595,0.083210289,1.044533145,EC_11193483,2.61E-07,1.097506993
EMT-Serie2-1-C1,D10,-0.052398227,0.046530286,1.075056743,EC_11193483,7.84E-08,1.109475116
EMT-Serie2-1-C1,D11,0.009673519,0.030466436,0.895932796,EC_11193483,2.35E-08,1.285167301
EMT-Serie2-1-C1,D12,0.007255139,0.072619717,0.96522397,EC_11193483,7.06E-09,0.881156395
EMT-Serie2-1-C1,D13,0.033857316,0.051778377,1.304296783,EC_11193483,2.12E-09,1.167202817
EMT-Serie2-1-C1,D14,-0.094316808,-0.008441174,1.314471316,EC_11193483,6.35E-10,1.408198994
EMT-Serie2-1-C2,D05,-0.057988646,0.002787625,-1.376529022,EC_11193483,3.23E-05,-0.008026525
EMT-Serie2-1-C2,D06,0.289943228,0.361921244,-0.364719558,EC_11193483,9.68E-06,0.840002902
EMT-Serie2-1-C2,D07,0.137469586,0.316687538,0.653377718,EC_11193483,2.90E-06,1.195215378
EMT-Serie2-1-C2,D08,0.03649635,0.156443052,1.124540963,EC_11193483,8.71E-07,1.188882204
EMT-Serie2-1-C2,D09,0.02351987,0.047987862,1.146231275,EC_11193483,2.61E-07,0.999960884
EMT-Serie2-1-C2,D10,-0.059610706,-0.059329408,1.439090117,EC_11193483,7.84E-08,1.330292272
EMT-Serie2-1-C2,D11,0.050689376,0.115443078,1.077857917,EC_11193483,2.35E-08,1.220562298
EMT-Serie2-1-C2,D12,-0.035279805,0.043585396,1.249293282,EC_11193483,7.06E-09,1.290710823
EMT-Serie2-1-C2,D13,0.04622871,0.149722911,1.112467306,EC_11193483,2.12E-09,1.094471328
EMT-Serie2-1-C2,D14,-0.02108678,-0.04964454,1.25235793,EC_11193483,6.35E-10,1.077616052
EMT-Serie2-1-C3,D05,0.03444133,-0.104863154,-1.521094969,EC_11193483,3.23E-05,-0.000725494
EMT-Serie2-1-C3,D06,0.248698438,0.349813214,-0.319630208,EC_11193483,9.68E-06,0.904559346
EMT-Serie2-1-C3,D07,0.258710453,0.280326205,0.44944171,EC_11193483,2.90E-06,0.716177481
EMT-Serie2-1-C3,D08,-0.041249499,0.046035266,1.027110097,EC_11193483,8.71E-07,1.360883998
EMT-Serie2-1-C3,D09,0.127753304,0.16579798,1.052299196,EC_11193483,2.61E-07,1.128697912
EMT-Serie2-1-C3,D10,0.049659592,0.068485969,0.94157762,EC_11193483,7.84E-08,1.000118575
EMT-Serie2-1-C3,D11,0.204645575,0.235396837,1.168111418,EC_11193483,2.35E-08,1.120909385
EMT-Serie2-1-C3,D12,0.056067281,0.059032011,0.889278425,EC_11193483,7.06E-09,1.084765754
EMT-Serie2-1-C3,D13,0.136964357,0.115575402,0.895353584,EC_11193483,2.12E-09,0.882173573
EMT-Serie2-1-C3,D14,0.022026432,0.118336651,1.025525273,EC_11193483,6.35E-10,1.222350575
EMT-Serie2-3-C1,I05,0.042857143,0.043615516,0.833931603,EC_11193514,3.23E-05,0.991395264
EMT-Serie2-3-C1,I06,-0.004201681,-0.069537082,1.083264613,EC_11193514,9.68E-06,0.949598347
EMT-Serie2-3-C1,I07,0.044117647,-0.090815595,1.096895464,EC_11193514,2.90E-06,0.887165354
EMT-Serie2-3-C1,I08,0.068067227,0.054576611,0.963085132,EC_11193514,8.71E-07,0.870164397
EMT-Serie2-3-C1,I09,0.029831933,-0.047487588,1.243487752,EC_11193514,2.61E-07,1.2055128
EMT-Serie2-3-C1,I10,0.045378151,-0.004294037,1.07965074,EC_11193514,7.84E-08,0.957525408
EMT-Serie2-3-C1,I11,0.033193277,-0.036937016,1.395221926,EC_11193514,2.35E-08,1.337826261
EMT-Serie2-3-C1,I12,0.027310924,0.03177473,1.022944458,EC_11193514,7.06E-09,1.020097411
EMT-Serie2-3-C1,I13,-0.044117647,-0.057312951,1.351928208,EC_11193514,2.12E-09,1.013139947
EMT-Serie2-3-C1,I14,-0.065546218,-0.039337214,1.280135823,EC_11193514,6.35E-10,1.088643381
EMT-Serie2-3-C2,I05,0.003457217,0.062046931,0.740845142,EC_11193514,3.23E-05,0.945338816
EMT-Serie2-3-C2,I06,0.057476232,-0.010337705,1.072324648,EC_11193514,9.68E-06,1.089981091
EMT-Serie2-3-C2,I07,0.072169404,-0.088010953,0.948321398,EC_11193514,2.90E-06,1.025331752
EMT-Serie2-3-C2,I08,0.033275713,-0.040015731,1.08578394,EC_11193514,8.71E-07,1.038854921
EMT-Serie2-3-C2,I09,-0.068280035,-0.007496019,1.339631266,EC_11193514,2.61E-07,0.979210243
EMT-Serie2-3-C2,I10,0.004753673,0.070546855,1.118619534,EC_11193514,7.84E-08,1.157890265
EMT-Serie2-3-C2,I11,0.044511668,-0.081640076,1.506831226,EC_11193514,2.35E-08,1.21110297
EMT-Serie2-3-C2,I12,0.06741573,-0.010637842,1.347452892,EC_11193514,7.06E-09,1.119894149
EMT-Serie2-3-C2,I13,-0.038029386,-0.065247894,1.393443039,EC_11193514,2.12E-09,1.090486093
EMT-Serie2-3-C2,I14,-0.003889369,0.001172454,1.334679263,EC_11193514,6.35E-10,1.034231279
EMT-Serie2-3-C3,I05,-0.071993342,0.062754846,0.811267751,EC_11193514,3.23E-05,0.970429845
EMT-Serie2-3-C3,I06,0.027881814,-0.027689827,0.992964099,EC_11193514,9.68E-06,0.969587837
EMT-Serie2-3-C3,I07,0.070744902,0.022541798,1.14038298,EC_11193514,2.90E-06,0.928857517
EMT-Serie2-3-C3,I08,0.088223055,-0.103337384,0.983789078,EC_11193514,8.71E-07,0.746944691
EMT-Serie2-3-C3,I09,-0.038701623,-0.100578624,1.265689029,EC_11193514,2.61E-07,0.893043664
EMT-Serie2-3-C3,I10,0.017478152,-0.097488346,1.043246308,EC_11193514,7.84E-08,0.994883735
EMT-Serie2-3-C3,I11,-0.0295464,-0.066946291,1.311022912,EC_11193514,2.35E-08,0.976912588
EMT-Serie2-3-C3,I12,0.06866417,-0.040413128,1.07360635,EC_11193514,7.06E-09,1.158971695
EMT-Serie2-3-C3,I13,0.039950062,-0.065665491,1.460812866,EC_11193514,2.12E-09,1.399825034
EMT-Serie2-3-C3,I14,-0.003745318,0.001863514,1.229323986,EC_11193514,6.35E-10,1.100666256
EMT-Serie2-3-C1,E05,-0.758403361,0.375364929,-1.021634732,EC_11193590,3.23E-05,-0.031290068
EMT-Serie2-3-C1,E06,0.151680672,0.330679479,0.326922144,EC_11193590,9.68E-06,0.674497
EMT-Serie2-3-C1,E07,0.138235294,0.402023147,0.428741208,EC_11193590,2.90E-06,0.785138758
EMT-Serie2-3-C1,E08,0.027731092,0.124448405,0.849454281,EC_11193590,8.71E-07,0.902136762
EMT-Serie2-3-C1,E09,-0.053781513,0.095920665,1.301891826,EC_11193590,2.61E-07,1.124608816
EMT-Serie2-3-C1,E10,-0.007983193,0.042521266,1.372738297,EC_11193590,7.84E-08,1.012781995
EMT-Serie2-3-C1,E11,-0.050420168,-0.053157662,1.351612903,EC_11193590,2.35E-08,1.251660738
EMT-Serie2-3-C1,E12,-0.068067227,-0.016445218,1.424739268,EC_11193590,7.06E-09,1.311525516
EMT-Serie2-3-C1,E13,0.010504202,0.125039157,1.31930633,EC_11193590,2.12E-09,1.043934199
EMT-Serie2-3-C1,E14,-0.028151261,0.015718579,1.098011157,EC_11193590,6.35E-10,1.122575791
EMT-Serie2-3-C2,E05,-0.772255834,0.367077247,-1.551018335,EC_11193590,3.23E-05,-0.035992164
EMT-Serie2-3-C2,E06,0.2346586,0.426737871,0.072400833,EC_11193590,9.68E-06,0.637550625
EMT-Serie2-3-C2,E07,0.036300778,0.307526033,0.255624968,EC_11193590,2.90E-06,0.771472946
EMT-Serie2-3-C2,E08,0.133967156,0.22829592,0.703463863,EC_11193590,8.71E-07,0.742352167
EMT-Serie2-3-C2,E09,-0.08167675,0.011700887,1.308319366,EC_11193590,2.61E-07,0.888427801
EMT-Serie2-3-C2,E10,-0.012532411,0.030687845,1.524683834,EC_11193590,7.84E-08,1.059753541
EMT-Serie2-3-C2,E11,0.007778738,0.016764765,1.198283305,EC_11193590,2.35E-08,1.167560903
EMT-Serie2-3-C2,E12,0.016853933,-0.034146067,1.494540099,EC_11193590,7.06E-09,1.153931895
EMT-Serie2-3-C2,E13,-0.047104581,-0.050195237,1.443115445,EC_11193590,2.12E-09,0.994641535
EMT-Serie2-3-C2,E14,-0.023336214,-0.031706535,1.464599523,EC_11193590,6.35E-10,0.977320265
EMT-Serie2-3-C3,E05,-0.685393258,0.491482749,-1.194427979,EC_11193590,3.23E-05,-0.031476303
EMT-Serie2-3-C3,E06,0.231377445,0.370497482,0.163320533,EC_11193590,9.68E-06,0.701982927
EMT-Serie2-3-C3,E07,0.216396171,0.343827038,-0.02646839,EC_11193590,2.90E-06,0.677322103
EMT-Serie2-3-C3,E08,0.002913025,0.16380665,0.73562537,EC_11193590,8.71E-07,0.771480641
EMT-Serie2-3-C3,E09,0.062838119,0.193649157,0.960568027,EC_11193590,2.61E-07,0.924886525
EMT-Serie2-3-C3,E10,0.024552643,0.015704046,1.128914203,EC_11193590,7.84E-08,0.950667648
EMT-Serie2-3-C3,E11,0.042863088,0.052559556,1.046081287,EC_11193590,2.35E-08,1.090869002
EMT-Serie2-3-C3,E12,0.093216812,0.064091143,1.016133605,EC_11193590,7.06E-09,0.8632416
EMT-Serie2-3-C3,E13,-0.009987516,0.015192894,1.244942141,EC_11193590,2.12E-09,0.998440859
EMT-Serie2-3-C3,E14,0.111111111,0.016383148,1.100925234,EC_11193590,6.35E-10,1.099057166
EMT-Serie2-4-C1,M05,-0.232053422,-0.311836111,-2.882298601,EC_11193606,3.23E-05,-0.044375966
EMT-Serie2-4-C1,M06,0.367278798,0.196592368,-0.628909116,EC_11193606,9.68E-06,0.621704983
EMT-Serie2-4-C1,M07,0.084724541,0.114741398,0.531449531,EC_11193606,2.90E-06,0.849236314
EMT-Serie2-4-C1,M08,0.067612688,0.040978143,1.08349409,EC_11193606,8.71E-07,1.134643514
EMT-Serie2-4-C1,M09,-0.063856427,0.024570439,1.193288955,EC_11193606,2.61E-07,1.103582348
EMT-Serie2-4-C1,M10,0.063439065,0.016237467,1.224887923,EC_11193606,7.84E-08,1.094733175
EMT-Serie2-4-C1,M11,0.097662771,0.036484166,0.763401712,EC_11193606,2.35E-08,0.984923631
EMT-Serie2-4-C1,M12,0.074707846,0.045652456,0.907322375,EC_11193606,7.06E-09,1.069286459
EMT-Serie2-4-C1,M13,-0.073873122,0.000959388,1.195652765,EC_11193606,2.12E-09,1.232860784
EMT-Serie2-4-C1,M14,0.075542571,0.063062829,0.702295884,EC_11193606,6.35E-10,1.046625594
EMT-Serie2-4-C2,M05,-0.369224063,-0.317628673,-3.791454857,EC_11193606,3.23E-05,-0.032724189
EMT-Serie2-4-C2,M06,0.432432432,0.158042314,-0.882052082,EC_11193606,9.68E-06,0.531686682
EMT-Serie2-4-C2,M07,-0.010897995,0.023140565,0.611663808,EC_11193606,2.90E-06,0.884629337
EMT-Serie2-4-C2,M08,0.08238884,0.100799943,1.225884921,EC_11193606,8.71E-07,0.98298957
EMT-Serie2-4-C2,M09,-0.010462075,-0.070242187,1.073132699,EC_11193606,2.61E-07,0.859446563
EMT-Serie2-4-C2,M10,0.012205754,-0.022284334,0.839170435,EC_11193606,7.84E-08,0.964457439
EMT-Serie2-4-C2,M11,-0.039668701,-0.018393324,0.990831124,EC_11193606,2.35E-08,0.906731348
EMT-Serie2-4-C2,M12,0.058413252,0.015912489,1.055013254,EC_11193606,7.06E-09,1.085147258
EMT-Serie2-4-C2,M13,-0.023975588,-0.026169388,1.171651333,EC_11193606,2.12E-09,1.091611086
EMT-Serie2-4-C2,M14,-0.039668701,0.022750421,1.189115858,EC_11193606,6.35E-10,1.118478599
EMT-Serie2-4-C3,M05,-0.339583333,-0.318643222,-3.495308825,EC_11193606,3.23E-05,-0.024991356
EMT-Serie2-4-C3,M06,0.414583333,0.219848583,-0.853846764,EC_11193606,9.68E-06,0.518040712
EMT-Serie2-4-C3,M07,0.0525,0.102903652,0.746068663,EC_11193606,2.90E-06,0.891781638
EMT-Serie2-4-C3,M08,0.140833333,0.187075935,0.846393742,EC_11193606,8.71E-07,1.045824557
EMT-Serie2-4-C3,M09,0.024166667,-0.052766792,0.858524724,EC_11193606,2.61E-07,1.01723187
EMT-Serie2-4-C3,M10,0.083333333,0.04978891,0.840209319,EC_11193606,7.84E-08,1.129992337
EMT-Serie2-4-C3,M11,-0.019166667,0.028800206,1.114041811,EC_11193606,2.35E-08,1.15200693
EMT-Serie2-4-C3,M12,0.078333333,0.148733168,0.783968074,EC_11193606,7.06E-09,1.162175769
EMT-Serie2-4-C3,M13,0.031666667,-0.00897424,0.658456009,EC_11193606,2.12E-09,0.949281666
EMT-Serie2-4-C3,M14,0.119166667,0.091345875,0.859344028,EC_11193606,6.35E-10,0.982586742
EMT-Serie2-2-C1,F05,0.070715142,0.189654621,0.917543237,EC_11255449,3.23E-05,1.243852563
