Plate,Well,Class,Nuclei,R/N,G/N,Eccent,CPD_ID,Concentration
EMT-Serie2-2-C1,A09,2,-0.174990012,-0.104990261,0.695538172,1.089041283,EC_11190427,2.61E-07
EMT-Serie2-2-C1,A10,2,-0.087894527,-0.032434515,0.604828488,0.904019016,EC_11190427,7.84E-08
EMT-Serie2-2-C1,A11,2,-0.119456652,-0.038405966,0.887940278,0.960246988,EC_11190427,2.35E-08
EMT-Serie2-2-C1,A12,2,-0.080303636,-0.100838736,0.862808106,0.888035846,EC_11190427,7.06E-09
EMT-Serie2-2-C1,A13,2,-0.07670795,-0.128831003,0.835057533,0.758230649,EC_11190427,2.12E-09
EMT-Serie2-2-C1,A14,2,-0.080703156,-0.011999593,0.7282486,0.732876151,EC_11190427,6.35E-10
EMT-Serie2-2-C2,A05,2,0.425348646,0.568066039,0.542855492,-0.313204793,EC_11190427,3.23E-05
EMT-Serie2-2-C2,A06,2,0.132485644,0.275857829,0.686792759,0.260234951,EC_11190427,9.68E-06
EMT-Serie2-2-C2,A07,2,-0.087366694,0.033594988,0.925330384,0.915177626,EC_11190427,2.90E-06
EMT-Serie2-2-C2,A08,2,0.064807219,0.181874579,0.669773425,0.514019352,EC_11190427,8.71E-07
EMT-Serie2-2-C2,A09,2,-0.166940115,0.02453116,0.830739447,1.380299927,EC_11190427,2.61E-07
EMT-Serie2-2-C2,A10,2,-0.15340443,-0.023871667,0.799841459,0.746686442,EC_11190427,7.84E-08
EMT-Serie2-2-C2,A11,2,-0.195652174,-0.055548259,0.847780766,0.857263931,EC_11190427,2.35E-08
EMT-Serie2-2-C2,A12,2,-0.13535685,-0.015060738,0.930427704,1.147656379,EC_11190427,7.06E-09
EMT-Serie2-2-C2,A13,2,-0.182936833,0.009930111,0.815048621,0.989358947,EC_11190427,2.12E-09
EMT-Serie2-2-C2,A14,2,-0.1804758,-0.054082565,0.837783988,1.019751866,EC_11190427,6.35E-10
EMT-Serie2-2-C3,A05,2,0.38436614,0.499839021,0.694393239,-0.49990635,EC_11190427,3.23E-05
EMT-Serie2-2-C3,A06,2,0.170514378,0.305547851,0.733452945,-0.008124181,EC_11190427,9.68E-06
EMT-Serie2-2-C3,A07,2,-0.114216282,-0.008168812,1.016245346,0.828666417,EC_11190427,2.90E-06
EMT-Serie2-2-C3,A08,2,-0.111381126,-0.031167202,0.812658442,0.875936505,EC_11190427,8.71E-07
EMT-Serie2-2-C3,A09,2,-0.153503443,-0.072140881,0.711685296,0.865705188,EC_11190427,2.61E-07
EMT-Serie2-2-C3,A10,2,-0.107330903,0.009575113,0.716564478,0.788022102,EC_11190427,7.84E-08
EMT-Serie2-2-C3,A11,2,-0.10490077,-0.010773744,0.540001746,0.604677842,EC_11190427,2.35E-08
EMT-Serie2-2-C3,A12,2,-0.115431349,-0.066457138,0.99483207,0.900309047,EC_11190427,7.06E-09
EMT-Serie2-2-C3,A13,2,-0.137302552,-0.04622675,0.923662294,1.238832178,EC_11190427,2.12E-09
EMT-Serie2-2-C3,A14,2,-0.151478331,-0.034350544,0.906452267,0.816796217,EC_11190427,6.35E-10
EMT-Serie2-2-C1,G15,2,-0.618457851,-0.176858447,0.008320416,-1.741673725,EC_11190448,3.23E-05
EMT-Serie2-2-C1,G16,2,0.845385537,0.972692386,0.08424229,-0.455479358,EC_11190448,9.68E-06
EMT-Serie2-2-C1,G17,2,0.817019577,0.975484781,0.292757632,-0.169203027,EC_11190448,2.90E-06
EMT-Serie2-2-C1,G18,2,0.789852177,0.96678344,0.45728328,-0.299090189,EC_11190448,8.71E-07
EMT-Serie2-2-C1,G19,2,0.393927287,0.695421112,0.530041813,-0.133575585,EC_11190448,2.61E-07
EMT-Serie2-2-C1,G20,2,0.698361966,0.896553479,0.560321269,0.024015737,EC_11190448,7.84E-08
EMT-Serie2-2-C1,G21,2,0.467439073,0.579849987,0.630170467,0.073249365,EC_11190448,2.35E-08
EMT-Serie2-2-C1,G22,2,0.376747903,0.461586766,0.695017849,0.193956449,EC_11190448,7.06E-09
EMT-Serie2-2-C1,G23,2,0.148621654,0.342932523,0.764335535,0.362093932,EC_11190448,2.12E-09
EMT-Serie2-2-C1,G24,2,0.344386736,0.462973515,0.553808836,-0.274118193,EC_11190448,6.35E-10
EMT-Serie2-2-C2,G15,2,-0.790401969,-0.25990524,-0.002741498,0.288532618,EC_11190448,3.23E-05
EMT-Serie2-2-C2,G16,2,0.887202625,0.980078301,0.116899485,-0.48708713,EC_11190448,9.68E-06
EMT-Serie2-2-C2,G17,2,0.861361772,0.992415838,0.24757681,-0.201308944,EC_11190448,2.90E-06
EMT-Serie2-2-C2,G18,2,0.783018868,0.969592093,0.306331041,-0.251430186,EC_11190448,8.71E-07
EMT-Serie2-2-C2,G19,2,0.562346185,0.75107936,0.576193787,-0.136167808,EC_11190448,2.61E-07
EMT-Serie2-2-C2,G20,2,0.691550451,0.916852265,0.419210145,-0.189396615,EC_11190448,7.84E-08
EMT-Serie2-2-C2,G21,2,0.365053322,0.658571584,0.6777162,0.022482755,EC_11190448,2.35E-08
EMT-Serie2-2-C2,G22,2,0.36464315,0.564913889,0.629644984,0.087670975,EC_11190448,7.06E-09
EMT-Serie2-2-C2,G23,2,0.282608696,0.330845799,0.861046989,0.163288368,EC_11190448,2.12E-09
EMT-Serie2-2-C2,G24,2,0.400328138,0.634994732,0.56805315,0.000306048,EC_11190448,6.35E-10
EMT-Serie2-2-C3,G15,2,-0.759011746,-0.180582172,-0.034353116,0.629869826,EC_11190448,3.23E-05
EMT-Serie2-2-C3,G16,2,0.831510733,0.977110323,0.073041387,-0.392676531,EC_11190448,9.68E-06
EMT-Serie2-2-C3,G17,2,0.747671122,0.953905657,0.183760757,-0.275051508,EC_11190448,2.90E-06
EMT-Serie2-2-C3,G18,2,0.779667882,0.934558911,0.277825283,-0.2783761,EC_11190448,8.71E-07
EMT-Serie2-2-C3,G19,2,0.498582422,0.649542499,0.5552496,-0.207201723,EC_11190448,2.61E-07
EMT-Serie2-2-C3,G20,2,0.658161199,0.916736935,0.378358744,-0.131813074,EC_11190448,7.84E-08
EMT-Serie2-2-C3,G21,2,0.314702309,0.469778462,0.49422209,0.114979397,EC_11190448,2.35E-08
EMT-Serie2-2-C3,G22,2,0.297691373,0.502876018,0.58987637,0.072953737,EC_11190448,7.06E-09
EMT-Serie2-2-C3,G23,2,0.327257999,0.323301532,0.512951324,0.034299494,EC_11190448,2.12E-09
EMT-Serie2-2-C3,G24,2,0.414337789,0.480546632,0.426011979,-0.068294624,EC_11190448,6.35E-10
EMT-Serie2-1-C1,I15,2,0.188633615,-0.284899063,-0.028464285,-1.633873366,EC_11190481,3.23E-05
EMT-Serie2-1-C1,I16,2,0.267230955,0.006360546,0.521026089,-0.304166341,EC_11190481,9.68E-06
EMT-Serie2-1-C1,I17,2,0.209189843,0.554796839,1.161411182,0.431556703,EC_11190481,2.90E-06
EMT-Serie2-1-C1,I18,2,0.092301491,0.15211508,1.063889096,0.723461428,EC_11190481,8.71E-07
EMT-Serie2-1-C1,I19,2,0.080209593,0.170755782,0.784985062,0.960188881,EC_11190481,2.61E-07
EMT-Serie2-1-C1,I20,2,0.065296252,0.155726177,1.070846605,0.858860974,EC_11190481,7.84E-08
EMT-Serie2-1-C1,I21,2,0.011688835,0.205007261,1.179650117,1.149565626,EC_11190481,2.35E-08
EMT-Serie2-1-C1,I22,2,0.061668682,0.129879464,1.044933281,0.98296418,EC_11190481,7.06E-09
EMT-Serie2-1-C1,I23,2,-0.139459895,0.035540579,0.821364834,0.866322298,EC_11190481,2.12E-09
EMT-Serie2-1-C1,I24,2,-0.082224909,0.071828188,1.090009938,0.762750776,EC_11190481,6.35E-10
EMT-Serie2-1-C2,I15,2,0.172343877,-0.320980954,-0.04229241,-1.410108055,EC_11190481,3.23E-05
EMT-Serie2-1-C2,I16,2,0.252230333,-0.037897191,0.515638424,-0.359673456,EC_11190481,9.68E-06
EMT-Serie2-1-C2,I17,2,0.212489862,0.315147999,0.846257844,0.386700483,EC_11190481,2.90E-06
EMT-Serie2-1-C2,I18,2,-0.034468775,0.041096196,1.14121449,1.027159124,EC_11190481,8.71E-07
EMT-Serie2-1-C2,I19,2,-0.065287916,0.033051271,1.263166317,1.447755674,EC_11190481,2.61E-07
EMT-Serie2-1-C2,I20,2,-0.017437145,0.087105249,1.030037238,1.195820454,EC_11190481,7.84E-08
EMT-Serie2-1-C2,I21,2,0.0081103,-0.019097808,0.920321488,1.000290613,EC_11190481,2.35E-08
EMT-Serie2-1-C2,I22,2,-0.0405515,-0.038597235,0.837193689,1.152704024,EC_11190481,7.06E-09
EMT-Serie2-1-C2,I23,2,-0.114355231,-0.033472412,0.91623924,1.179651793,EC_11190481,2.12E-09
EMT-Serie2-1-C2,I24,2,-0.128548256,0.07206128,0.837318148,0.694565533,EC_11190481,6.35E-10
EMT-Serie2-1-C3,I15,2,0.154185022,-0.245453097,-0.031243412,-1.154304238,EC_11190481,3.23E-05
EMT-Serie2-1-C3,I16,2,0.31237485,-0.060980963,0.421392985,-0.371329091,EC_11190481,9.68E-06
EMT-Serie2-1-C3,I17,2,0.207048458,0.25756792,0.817056998,0.260535478,EC_11190481,2.90E-06
EMT-Serie2-1-C3,I18,2,0.026431718,0.12804786,1.152799907,0.797934926,EC_11190481,8.71E-07
EMT-Serie2-1-C3,I19,2,0.014417301,0.028456944,1.263564861,0.921239044,EC_11190481,2.61E-07
EMT-Serie2-1-C3,I20,2,0.024429315,-0.00615444,0.95899166,0.903637892,EC_11190481,7.84E-08
EMT-Serie2-1-C3,I21,2,-0.074889868,-0.091983849,0.907536211,1.322439669,EC_11190481,2.35E-08
EMT-Serie2-1-C3,I22,2,0.052462956,0.097312011,1.017152857,1.09859527,EC_11190481,7.06E-09
EMT-Serie2-1-C3,I23,2,-0.191429716,-0.029130829,1.224079278,1.303421779,EC_11190481,2.12E-09
EMT-Serie2-1-C3,I24,2,-0.048057669,0.212888812,0.714008801,0.308200264,EC_11190481,6.35E-10
EMT-Serie2-4-C1,K05,2,0.088063439,0.79609464,0.146328413,-0.953511751,EC_11190511,3.23E-05
EMT-Serie2-4-C1,K06,2,0.342237062,0.484788285,0.615406538,-0.190816465,EC_11190511,9.68E-06
EMT-Serie2-4-C1,K07,2,0.152337229,0.210849023,0.727866558,0.056323869,EC_11190511,2.90E-06
EMT-Serie2-4-C1,K08,2,0.046744574,0.15544543,1.087080991,0.775927184,EC_11190511,8.71E-07
EMT-Serie2-4-C1,K09,2,0.046327212,0.040339032,0.971037127,0.652900421,EC_11190511,2.61E-07
EMT-Serie2-4-C1,K10,2,-0.018781302,-0.059816778,1.026169897,1.150061133,EC_11190511,7.84E-08
EMT-Serie2-4-C1,K11,2,0.111018364,0.033652168,0.893856237,0.649341122,EC_11190511,2.35E-08
EMT-Serie2-4-C1,K12,2,0.024624374,0.051814182,0.916709476,0.983969569,EC_11190511,7.06E-09
EMT-Serie2-4-C1,K13,2,0.007512521,0.030548943,1.074498351,1.199239234,EC_11190511,2.12E-09
EMT-Serie2-4-C1,K14,2,0.033806344,0.043248936,1.271460135,0.917212335,EC_11190511,6.35E-10
EMT-Serie2-4-C2,K05,2,-0.057977332,0.734275137,0.126143822,-1.347200998,EC_11190511,3.23E-05
EMT-Serie2-4-C2,K06,2,0.330427201,0.510851049,0.493650979,-0.476469671,EC_11190511,9.68E-06
EMT-Serie2-4-C2,K07,2,0.007846556,0.002568692,0.896198332,0.199844067,EC_11190511,2.90E-06
EMT-Serie2-4-C2,K08,2,0.066259808,0.078274375,0.920253417,0.436581943,EC_11190511,8.71E-07
EMT-Serie2-4-C2,K09,2,-0.003051439,0.070934617,0.887825586,0.936940589,EC_11190511,2.61E-07
EMT-Serie2-4-C2,K10,2,-0.095466434,-0.018177405,1.021116982,1.251364416,EC_11190511,7.84E-08
EMT-Serie2-4-C2,K11,2,-0.017000872,0.002184505,1.026500675,0.961515671,EC_11190511,2.35E-08
EMT-Serie2-4-C2,K12,2,-0.013949433,0.016688308,1.181370997,1.321815063,EC_11190511,7.06E-09
EMT-Serie2-4-C2,K13,2,-0.009154316,0.010602369,1.080908237,1.144612506,EC_11190511,2.12E-09
EMT-Serie2-4-C2,K14,2,-0.037925022,-0.014060052,1.099759653,1.166630282,EC_11190511,6.35E-10
EMT-Serie2-4-C3,K05,2,-0.1675,0.715591981,0.084175924,-1.314744826,EC_11190511,3.23E-05
EMT-Serie2-4-C3,K06,2,0.350833333,0.589397349,0.649299065,0.078256733,EC_11190511,9.68E-06
EMT-Serie2-4-C3,K07,2,0.12125,0.133704578,0.783392994,0.285699183,EC_11190511,2.90E-06
EMT-Serie2-4-C3,K08,2,0.007916667,0.01225368,0.834748037,0.497766736,EC_11190511,8.71E-07
EMT-Serie2-4-C3,K09,2,-0.0225,0.035363435,1.008436398,0.779660121,EC_11190511,2.61E-07
EMT-Serie2-4-C3,K10,2,0.039166667,0.027979622,0.991293371,0.851573856,EC_11190511,7.84E-08
EMT-Serie2-4-C3,K11,2,0.0825,0.000488581,0.805218795,0.928667706,EC_11190511,2.35E-08
EMT-Serie2-4-C3,K12,2,0.0575,0.000453786,1.025212946,0.947934561,EC_11190511,7.06E-09
EMT-Serie2-4-C3,K13,2,0.079583333,-0.014689338,0.915162194,1.051272564,EC_11190511,2.12E-09
EMT-Serie2-4-C3,K14,2,0.006666667,-0.038396409,1.051384658,1.455162936,EC_11190511,6.35E-10
EMT-Serie2-4-C1,A05,2,0.342654424,0.781914449,0.629998411,-0.337943214,EC_11190627,3.23E-05
EMT-Serie2-4-C1,A06,2,0.271702838,0.300913222,0.575111452,-0.105909523,EC_11190627,9.68E-06
EMT-Serie2-4-C1,A07,2,-0.184891486,-0.013144341,0.777114129,0.354489879,EC_11190627,2.90E-06
EMT-Serie2-4-C1,A08,2,-0.122287145,-0.010958667,0.748283068,0.386768102,EC_11190627,8.71E-07
EMT-Serie2-4-C1,A09,2,-0.213689482,-0.006728702,0.717236151,0.679826111,EC_11190627,2.61E-07
EMT-Serie2-4-C1,A10,2,0.047579299,0.175406478,0.62350403,0.724983019,EC_11190627,7.84E-08
EMT-Serie2-4-C1,A11,2,-0.070951586,-0.010468153,0.798638567,0.517429697,EC_11190627,2.35E-08
EMT-Serie2-4-C1,A12,2,-0.032971619,0.035503138,0.621309549,0.151229453,EC_11190627,7.06E-09
EMT-Serie2-4-C1,A13,2,-0.154841402,-0.037097309,0.908480172,0.829615541,EC_11190627,2.12E-09
EMT-Serie2-4-C1,A14,2,-0.108931553,0.008915819,0.715540416,0.385409591,EC_11190627,6.35E-10
EMT-Serie2-4-C2,A05,2,0.314734089,0.752081757,0.470726979,-0.422797443,EC_11190627,3.23E-05
EMT-Serie2-4-C2,A06,2,0.18831735,0.298705379,0.6465954,-0.048308124,EC_11190627,9.68E-06
EMT-Serie2-4-C2,A07,2,-0.204446382,-0.035410723,0.757635333,0.215499766,EC_11190627,2.90E-06
EMT-Serie2-4-C2,A08,2,-0.328683522,-0.105639508,0.79318129,0.877405271,EC_11190627,8.71E-07
EMT-Serie2-4-C2,A09,2,-0.303836094,-0.046500027,0.843801587,0.915515359,EC_11190627,2.61E-07
EMT-Serie2-4-C2,A10,2,-0.303836094,-0.056624396,0.775168848,0.866396382,EC_11190627,7.84E-08
EMT-Serie2-4-C2,A11,2,-0.278988666,-0.124312782,0.626745369,0.69390301,EC_11190627,2.35E-08
EMT-Serie2-4-C2,A12,2,-0.154315606,-0.002312567,0.661394611,0.008576329,EC_11190627,7.06E-09
EMT-Serie2-4-C2,A13,2,-0.305579773,-0.030678373,0.765634447,0.542647747,EC_11190627,2.12E-09
EMT-Serie2-4-C2,A14,2,-0.230601569,-0.029184809,0.687613363,0.176547638,EC_11190627,6.35E-10
EMT-Serie2-4-C3,A05,2,0.294166667,0.763880351,0.678658024,-0.140365251,EC_11190627,3.23E-05
EMT-Serie2-4-C3,A06,2,0.239583333,0.410051729,0.635946679,0.029362793,EC_11190627,9.68E-06
EMT-Serie2-4-C3,A07,2,-0.0975,0.025381586,0.805252111,0.313106219,EC_11190627,2.90E-06
EMT-Serie2-4-C3,A08,2,-0.09625,0.038699417,0.76279619,0.439279013,EC_11190627,8.71E-07
EMT-Serie2-4-C3,A09,2,-0.292083333,-0.06880444,0.846075539,1.051008272,EC_11190627,2.61E-07
EMT-Serie2-4-C3,A10,2,-0.319166667,-0.033217736,0.792103325,0.658667442,EC_11190627,7.84E-08
EMT-Serie2-4-C3,A11,2,-0.19875,-0.070335425,0.850425151,0.72611465,EC_11190627,2.35E-08
EMT-Serie2-4-C3,A12,2,-0.04,-0.004139169,0.667574841,0.208578904,EC_11190627,7.06E-09
EMT-Serie2-4-C3,A13,2,-0.207083333,-0.06752427,0.797156279,0.210138224,EC_11190627,2.12E-09
EMT-Serie2-4-C3,A14,2,-0.1575,-0.0021341,0.715968446,0.542881307,EC_11190627,6.35E-10
EMT-Serie2-1-C1,C05,2,0.750906892,0.872310387,0.206688565,-1.403668049,EC_11190878,3.23E-05
EMT-Serie2-1-C1,C06,2,0.655380895,0.934148055,0.726902694,-0.035558686,EC_11190878,9.68E-06
EMT-Serie2-1-C1,C07,2,0.390165256,0.646433469,0.889415607,0.0446375,EC_11190878,2.90E-06
EMT-Serie2-1-C1,C08,2,0.111245466,0.151997767,0.92492003,0.814823511,EC_11190878,8.71E-07
EMT-Serie2-1-C1,C09,2,-0.07980653,-0.055998964,0.867758286,1.231170593,EC_11190878,2.61E-07
EMT-Serie2-1-C1,C10,2,0.040306328,0.046189134,1.318079637,1.101197464,EC_11190878,7.84E-08
EMT-Serie2-1-C1,C11,2,-0.070536074,-0.040098274,1.195591264,1.5647909,EC_11190878,2.35E-08
EMT-Serie2-1-C1,C12,2,0.088270859,0.109435911,1.049404348,0.815188751,EC_11190878,7.06E-09
EMT-Serie2-1-C1,C13,2,-0.049576784,0.052495742,1.249327076,1.460619342,EC_11190878,2.12E-09
EMT-Serie2-1-C1,C14,2,0.036275695,0.109020595,1.005116259,0.96433696,EC_11190878,6.35E-10
EMT-Serie2-1-C2,C05,2,0.681265207,0.889507431,0.181951627,-1.563789596,EC_11190878,3.23E-05
EMT-Serie2-1-C2,C06,2,0.736415247,0.94880616,0.780941876,-0.19685081,EC_11190878,9.68E-06
EMT-Serie2-1-C2,C07,2,0.370640714,0.642909337,0.689190861,0.033235582,EC_11190878,2.90E-06
EMT-Serie2-1-C2,C08,2,0.100162206,0.050643008,0.881810385,0.760191276,EC_11190878,8.71E-07
EMT-Serie2-1-C2,C09,2,-0.050689376,0.115797283,1.016055183,1.039919685,EC_11190878,2.61E-07
EMT-Serie2-1-C2,C10,2,0.043390105,0.048666988,1.321366799,1.226678291,EC_11190878,7.84E-08
EMT-Serie2-1-C2,C11,2,-0.061232766,0.002259105,1.318831396,1.07260046,EC_11190878,2.35E-08
EMT-Serie2-1-C2,C12,2,0.043390105,0.064689903,1.2991918,1.117988957,EC_11190878,7.06E-09
EMT-Serie2-1-C2,C13,2,-0.092051906,0.023440311,1.237193547,1.388787615,EC_11190878,2.12E-09
EMT-Serie2-1-C2,C14,2,0.01297648,0.084433369,1.377995545,1.081635888,EC_11190878,6.35E-10
EMT-Serie2-1-C3,C05,2,0.716059271,0.873713747,0.167138784,-1.485364389,EC_11190878,3.23E-05
EMT-Serie2-1-C3,C06,2,0.720064077,0.9607623,0.569131598,-0.296290071,EC_11190878,9.68E-06
EMT-Serie2-1-C3,C07,2,0.435322387,0.690080195,0.611356895,0.175627326,EC_11190878,2.90E-06
EMT-Serie2-1-C3,C08,2,0.167801362,0.208644178,0.935095612,0.633785568,EC_11190878,8.71E-07
EMT-Serie2-1-C3,C09,2,-0.081297557,-0.039081112,1.012119646,1.226725897,EC_11190878,2.61E-07
EMT-Serie2-1-C3,C10,2,0.048057669,0.148283971,1.204395774,0.913458999,EC_11190878,7.84E-08
EMT-Serie2-1-C3,C11,2,-0.015618742,0.092035579,1.046016587,1.044231,EC_11190878,2.35E-08
EMT-Serie2-1-C3,C12,2,-0.032438927,-0.027883723,1.21364777,0.867523112,EC_11190878,7.06E-09
EMT-Serie2-1-C3,C13,2,-0.037244694,-0.024580011,1.34264212,1.583071197,EC_11190878,2.12E-09
EMT-Serie2-1-C3,C14,2,0.060072087,0.122101737,0.908668917,0.801584824,EC_11190878,6.35E-10
EMT-Serie2-4-C1,O05,2,0.491652755,-0.164110221,0.196095392,-0.924059231,EC_11190967,3.23E-05
EMT-Serie2-4-C1,O06,2,0.54590985,0.418795355,0.750669922,-0.434696373,EC_11190967,9.68E-06
EMT-Serie2-4-C1,O07,2,0.08263773,-0.053946476,0.831502343,0.627333243,EC_11190967,2.90E-06
EMT-Serie2-4-C1,O08,2,-0.010434057,0.017450768,1.046593532,0.726260019,EC_11190967,8.71E-07
EMT-Serie2-4-C1,O09,2,-0.059682805,-0.063531703,1.101377179,1.073115066,EC_11190967,2.61E-07
EMT-Serie2-4-C1,O10,2,0.16903172,0.087093703,0.723003788,0.30180682,EC_11190967,7.84E-08
EMT-Serie2-4-C1,O11,2,-0.115191987,-0.108206016,1.022586053,0.951338133,EC_11190967,2.35E-08
EMT-Serie2-4-C1,O12,2,0.135642738,0.056605352,0.856453876,0.429534031,EC_11190967,7.06E-09
EMT-Serie2-4-C1,O13,2,-0.00375626,0.077675828,0.89955975,0.570737672,EC_11190967,2.12E-09
EMT-Serie2-4-C1,O14,2,0.090984975,0.048797519,0.905220513,0.518788208,EC_11190967,6.35E-10
EMT-Serie2-4-C2,O05,2,0.392763731,-0.202134471,0.154125437,-1.514610947,EC_11190967,3.23E-05
EMT-Serie2-4-C2,O06,2,0.528334786,0.489961998,0.573519841,-0.419210978,EC_11190967,9.68E-06
EMT-Serie2-4-C2,O07,2,0.047951177,-0.013325928,0.90551195,0.644971152,EC_11190967,2.90E-06
EMT-Serie2-4-C2,O08,2,-0.006102877,-0.05589325,0.897726825,0.643474193,EC_11190967,8.71E-07
EMT-Serie2-4-C2,O09,2,-0.088055798,-0.158728788,0.706111527,0.808326836,EC_11190967,2.61E-07
EMT-Serie2-4-C2,O10,2,-0.075850044,-0.093457206,0.816886521,0.886480586,EC_11190967,7.84E-08
EMT-Serie2-4-C2,O11,2,-0.092414996,-0.041545802,0.785389372,0.801247466,EC_11190967,2.35E-08
EMT-Serie2-4-C2,O12,2,0.049694856,-0.090916807,0.700075677,0.721035397,EC_11190967,7.06E-09
EMT-Serie2-4-C2,O13,2,-0.122057541,-0.119315373,0.89149397,0.869608608,EC_11190967,2.12E-09
EMT-Serie2-4-C2,O14,2,-0.016129032,-0.039356829,0.907903193,0.821830656,EC_11190967,6.35E-10
EMT-Serie2-4-C3,O05,2,0.465416667,-0.248708231,0.112576118,-0.956339033,EC_11190967,3.23E-05
EMT-Serie2-4-C3,O06,2,0.619166667,0.560842158,0.456287319,-0.360784417,EC_11190967,9.68E-06
EMT-Serie2-4-C3,O07,2,0.095416667,0.060559447,0.771832279,0.129212147,EC_11190967,2.90E-06
EMT-Serie2-4-C3,O08,2,0.1475,-0.052521776,0.745642058,0.46695034,EC_11190967,8.71E-07
EMT-Serie2-4-C3,O09,2,-0.0025,-0.017481646,0.880809509,0.663794698,EC_11190967,2.61E-07
EMT-Serie2-4-C3,O10,2,0.000416667,-0.036217365,0.907662352,0.693051775,EC_11190967,7.84E-08
EMT-Serie2-4-C3,O11,2,-0.03,-0.041958559,1.060132006,0.885508893,EC_11190967,2.35E-08
EMT-Serie2-4-C3,O12,2,-0.023333333,-0.073368399,1.012319584,0.772392103,EC_11190967,7.06E-09
EMT-Serie2-4-C3,O13,2,-0.000416667,-0.074597826,0.875527043,0.698628327,EC_11190967,2.12E-09
EMT-Serie2-4-C3,O14,2,-0.01625,-0.110135237,0.843006748,0.816396649,EC_11190967,6.35E-10
EMT-Serie2-3-C1,B15,2,0.148739496,-0.108276392,0.030114145,-0.880596653,EC_11191211,3.23E-05
EMT-Serie2-3-C1,B16,2,0.281512605,-0.05252829,0.45391896,-0.777952947,EC_11191211,9.68E-06
EMT-Serie2-3-C1,B17,2,0.157983193,0.172490985,0.858626544,0.022653408,EC_11191211,2.90E-06
EMT-Serie2-3-C1,B18,2,0.074789916,0.098758563,0.900503391,0.53402862,EC_11191211,8.71E-07
EMT-Serie2-3-C1,B19,2,-0.048319328,-0.053428006,0.889055894,0.587121028,EC_11191211,2.61E-07
EMT-Serie2-3-C1,B20,2,-0.102521008,-0.041299711,0.966383839,0.743754548,EC_11191211,7.84E-08
EMT-Serie2-3-C1,B21,2,0.025210084,0.038416041,0.963436821,0.634513704,EC_11191211,2.35E-08
EMT-Serie2-3-C1,B22,2,-0.072689076,0.047059901,0.908117679,0.934829008,EC_11191211,7.06E-09
EMT-Serie2-3-C1,B23,2,-0.048739496,0.077537265,1.081261935,0.487096774,EC_11191211,2.12E-09
EMT-Serie2-3-C1,B24,2,-0.195798319,-0.071137691,0.95322304,0.345985933,EC_11191211,6.35E-10
EMT-Serie2-3-C2,B15,2,0.15514261,-0.148591207,0.01840778,-1.128066433,EC_11191211,3.23E-05
EMT-Serie2-3-C2,B16,2,0.313742437,-0.049909885,0.360546394,-0.726471634,EC_11191211,9.68E-06
EMT-Serie2-3-C2,B17,2,0.267070009,0.339333106,0.697385813,0.075194271,EC_11191211,2.90E-06
EMT-Serie2-3-C2,B18,2,0.021175454,0.08775665,0.776855603,0.472421149,EC_11191211,8.71E-07
EMT-Serie2-3-C2,B19,2,-0.04494382,-0.039103494,0.942574912,0.709634821,EC_11191211,2.61E-07
EMT-Serie2-3-C2,B20,2,-0.011235955,0.10670221,0.927899612,0.818858246,EC_11191211,7.84E-08
EMT-Serie2-3-C2,B21,2,-0.055747623,-0.091169039,0.835336055,0.724338463,EC_11191211,2.35E-08
EMT-Serie2-3-C2,B22,2,-0.103284356,-0.031184622,0.982966007,0.738610392,EC_11191211,7.06E-09
EMT-Serie2-3-C2,B23,2,-0.010803803,0.1919868,0.80769097,0.222738585,EC_11191211,2.12E-09
EMT-Serie2-3-C2,B24,2,-0.168971478,-0.068054096,0.842142999,0.212606024,EC_11191211,6.35E-10
EMT-Serie2-3-C3,B15,2,0.140241365,-0.129939188,0.039799831,-1.267338471,EC_11191211,3.23E-05
EMT-Serie2-3-C3,B16,2,0.320432792,-0.136157715,0.322151999,-0.860338651,EC_11191211,9.68E-06
EMT-Serie2-3-C3,B17,2,0.414898044,0.407285813,0.647787626,-0.231463107,EC_11191211,2.90E-06
EMT-Serie2-3-C3,B18,2,0.051602164,-0.05361399,0.764491267,0.321460787,EC_11191211,8.71E-07
EMT-Serie2-3-C3,B19,2,0.01414898,-0.013301632,0.920719303,0.727223525,EC_11191211,2.61E-07
EMT-Serie2-3-C3,B20,2,-0.079067832,-0.109351451,1.134039716,1.020875751,EC_11191211,7.84E-08
EMT-Serie2-3-C3,B21,2,-0.105701207,-0.074258684,0.944177769,0.700935543,EC_11191211,2.35E-08
EMT-Serie2-3-C3,B22,2,-0.144818976,-0.063607739,0.70672457,0.481972114,EC_11191211,7.06E-09
EMT-Serie2-3-C3,B23,2,0.045776113,-0.001901485,0.766721159,0.16909358,EC_11191211,2.12E-09
EMT-Serie2-3-C3,B24,2,-0.109862672,-0.026230854,0.883588921,0.09548723,EC_11191211,6.35E-10
EMT-Serie2-4-C1,B05,2,0.372287145,-0.015491596,0.195599496,-0.996956935,EC_11191242,3.23E-05
EMT-Serie2-4-C1,B06,2,0.521285476,0.586913367,0.854982576,-0.376959652,EC_11191242,9.68E-06
EMT-Serie2-4-C1,B07,2,0.204507513,0.206841232,0.963413444,0.190490422,EC_11191242,2.90E-06
EMT-Serie2-4-C1,B08,2,-0.075125209,-0.01134098,1.03037361,0.713734547,EC_11191242,8.71E-07
